coach,year,actual_decision,predicted_go_rate,fourth_down_phat_var_sum,fourth_down_plays,fourth_down_aggression,actual_pass,predicted_pass_rate,pass_heavy_phat_var_sum,run_pass_plays,pass_heavy_aggression,actual_beyond,predicted_beyond_rate,deep_pass_phat_var_sum,pass_plays,deep_pass_aggression,actual_two_point,predicted_two_point_rate,two_point_phat_var_sum,conversion_attempts,two_point_aggression,fourth_down_aggression_reliability,pass_heavy_aggression_reliability,deep_pass_aggression_reliability,two_point_aggression_reliability,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays,coach_war,season_number,annual_war,annual_games,cumulative_war,cumulative_games,win_pct,predicted_impact,predicted_replacement,total_seasons,Background,Offensive_Years,Defensive_Years,era
Raheem Morris,2011,0.2066115702479339,0.234348438706645,3.9931056716301216,121,-0.0277368684587111,0.6877510040160643,0.6721530323997739,165.41003947423948,996,0.0155979716162903,0.3402061855670103,0.3965960043328481,113.35304041463124,582,-0.0563898187658377,0.2333333333333333,0.1224928182719547,0.90613584468717,30,0.1108405150613786,0.658612266155443,0.9228007763495032,0.7528897998607234,0.4877496440246824,0.0027402328491559,-0.995262999417829,0.3677346632715008,-1.4830961921878312,2.1479238912940484,0.0065589612380398,1729,Raheem Morris,3,-0.1450065076351165,-2.320104122161864,-0.1577455401420592,-2.523928642272947,0.25,-0.06495041,0.3950065,4,Both,4,17,Early (2006-2011)
Tony Sparano,2011,0.1388888888888889,0.1592941433025737,3.187943610349726,108,-0.0204052544136848,0.5703883495145631,0.5949941196804414,146.93969303966782,824,-0.0246057701658782,0.3948051948051948,0.3501064402861618,71.73454316734109,385,0.044698754519033,0.0384615384615384,0.0236197847895639,0.5391887988745964,26,0.0148417536719744,0.6581342217019153,0.90205556033935,0.6781242753095833,0.5458484768011163,0.0010011955442361,-0.7588889313543711,-0.4916002376676703,1.1245821580257085,0.0905693573465042,-0.0788761189451344,1343,Tony Sparano,4,-0.26845727186203,-4.29531634979248,-0.0923700116157532,-1.4779201858520512,0.3077,-0.03996104,0.5761573,4,Offensive,22,0,Early (2006-2011)
Chan Gailey,2011,0.184,0.1700209395210113,2.9406163182569243,125,0.0139790604789886,0.6407766990291263,0.6335171923186015,176.93515627504746,1030,0.0072595067105247,0.3658536585365853,0.3888682086268852,110.47085261759968,574,-0.0230145500902999,0.0465116279069767,0.0551881322223993,0.497846111972011,43,-0.0086765043154226,0.7365498199163294,0.922784946118248,0.7525311853603859,0.780724336959412,-0.0022232375941093,0.3496746589876326,0.1895041405354569,-0.6221485822883289,-0.4134516737650491,-0.2372854313506261,1772,Chan Gailey,4,-0.0161429345607757,-0.2582869529724112,-0.1836035549640653,-2.937656879425046,0.375,0.0022545755,0.39114293,5,Both,16,7,Early (2006-2011)
Hue Jackson,2011,0.1153846153846153,0.1570195046528449,4.960064050019332,130,-0.0416348892682295,0.5637898686679175,0.6088905204349594,188.006393107706,1066,-0.0451006517670419,0.4510556621880998,0.3768142998293366,102.0044266910754,521,0.0742413623587631,0.0526315789473684,0.0404467479520462,0.95776790985856,38,0.0121848309953221,0.641930872502595,0.923354205078194,0.7306916713202881,0.591060238104298,-0.0023972962709329,-1.443340557319977,-0.92966809577702,1.8866625432678523,0.0336287069042989,-0.2458365515416245,1755,Hue Jackson,1,0.0229947865009307,0.3679165840148912,0.0229947865009307,0.3679165840148912,0.5,-0.023249686,0.4770052,4,Offensive,25,1,Early (2006-2011)
Lovie Smith,2011,0.0735294117647058,0.1058855561302139,3.826845793530139,136,-0.032356144365508,0.5741482965931863,0.6007475365785684,169.79253712532747,998,-0.026599239985382,0.4085106382978723,0.3741033360533154,90.44585210287477,470,0.0344073022445569,0.0263157894736842,0.0113127747178958,0.3995426344457996,38,0.0150030147557883,0.7177591281048917,0.9212088548881696,0.7134838339844032,0.7760223547377715,-0.0036873069687734,-1.1441902384802594,-0.5342096594262262,0.8591041082684884,0.0940253521648958,-0.3092119415320344,1642,Lovie Smith,8,-0.0160561800003051,-0.2568988800048816,0.0506864488124847,0.8109831809997564,0.5,-0.017249316,0.5160562,12,Defensive,0,22,Early (2006-2011)
Jason Garrett,2011,0.0869565217391304,0.1041619753382015,3.686017796103421,115,-0.0172054535990711,0.6182170542635659,0.596795144334662,185.6493213172789,1032,0.0214219099289039,0.3480565371024735,0.3491137698405374,107.6621218131484,566,-0.0010572327380639,0.0,0.038184274063753,0.8609360224913777,39,-0.038184274063753,0.653717839287809,0.9195763877298612,0.7520994895135457,0.6287566066528041,-0.0055353270489133,-0.6557261174230891,0.4922184359527116,-0.055738163903652,-1.0458342482876042,-0.4000011059048766,1752,Jason Garrett,1,-0.1306025385856628,-2.0896406173706046,-0.1306025385856628,-2.0896406173706046,0.5,-0.011144161,0.63060254,9,Offensive,5,0,Early (2006-2011)
Steve Spagnuolo,2011,0.1656441717791411,0.1586735695968353,5.769309961989891,163,0.0069706021823058,0.6186844613918017,0.6664141813795605,177.06834687120133,1049,-0.0477297199877588,0.4080145719489982,0.3570681314778964,106.77621790647174,549,0.0509464404711017,0.0,0.047209966588121,0.6659791788009092,18,-0.047209966588121,0.7078680729058276,0.9252978179800836,0.742138342600881,0.3180534887762324,-0.0061023927767029,0.1237192570439279,-0.9858631159135328,1.2857473111853202,-1.2392643422624885,-0.4278597986343443,1779,Steve Spagnuolo,3,-0.2821294069290161,-4.514070510864258,-0.5561670958995818,-8.898673534393309,0.125,-0.1022982,0.4071294,3,Defensive,0,38,Early (2006-2011)
Mike Munchak,2011,0.112781954887218,0.1023829497630002,4.1968614242089775,133,0.0103990051242178,0.6366336633663366,0.6231008107312909,168.46571941981523,1010,0.0135328526350457,0.3539518900343643,0.3679976184544165,109.00291772863548,582,-0.0140457284200522,0.0,0.0430948195340426,0.5067740503680441,34,-0.0430948195340426,0.6892179325393295,0.9234827466030088,0.7600980294527299,0.6862055453405402,-0.0067288229084914,0.2342522918386648,0.3235937764657225,-0.3907890790680859,-1.1510724080433925,-0.4586349340423648,1759,Mike Munchak,1,-0.0321751236915588,-0.5148019790649409,-0.0321751236915588,-0.5148019790649409,0.5625,-0.03172815,0.5946751,3,Offensive,25,0,Early (2006-2011)
Rex Ryan,2011,0.0984848484848484,0.1268776977823491,4.299238867343572,132,-0.0283928492975006,0.5953488372093023,0.6171108879742407,186.1522294131339,1075,-0.0217620507649384,0.3933823529411764,0.3678585376583866,105.05403965022826,544,0.0255238152827897,0.0222222222222222,0.0230106375046539,0.6406917148473955,45,-0.0007884152824317,0.6807607628139503,0.9252243557913016,0.7417481310202176,0.751860519970086,-0.0068151037709561,-1.0164120749807386,-0.430817155760869,0.629945897089428,-0.2444016203963719,-0.4628737231598193,1796,Rex Ryan,3,-0.1756182312965393,-2.809891700744629,-0.0672701597213745,-1.0763225555419922,0.5,-0.026446342,0.67561823,8,Defensive,0,20,Early (2006-2011)
Marvin Lewis,2011,0.0890410958904109,0.1031978733805884,4.819671460052058,146,-0.0141567774901774,0.597864768683274,0.6106342191512123,197.9963198585776,1124,-0.0127694504679383,0.3489583333333333,0.372853298169692,110.7832849800433,576,-0.0238949648363586,0.0277777777777777,0.0160443229550663,0.4813966354390752,36,0.0117334548227113,0.6994356231818967,0.9271022811191392,0.753299938030125,0.7207388656770792,-0.010089626124656,-0.5574356223641007,-0.2386048157434144,-0.6448597394241256,0.0239552402699771,-0.6237438086137147,1882,Marvin Lewis,9,-0.0216665267944335,-0.346664428710936,-0.4116971409797665,-6.587154255676264,0.5625,-0.015298188,0.5841665,16,Defensive,0,23,Early (2006-2011)
Jim Harbaugh,2011,0.1208791208791208,0.1282055835384344,6.440012825051853,182,-0.0073264626593135,0.5547703180212014,0.5719063369612384,202.7962109610815,1132,-0.017136018940037,0.332046332046332,0.3636074854741176,97.51121642074033,518,-0.0315611534277855,0.048780487804878,0.0473643711987101,0.2708859835100596,41,0.0014161166061679,0.7301900768916109,0.926439316889377,0.7372325300144118,0.856095169089097,-0.0133173359471885,-0.3372236345521182,-0.3319380359632126,-0.8426165517809756,-0.1971561808657008,-0.7823140973107781,1873,Jim Harbaugh,1,0.0967523455619812,1.5480375289916992,0.0967523455619812,1.5480375289916992,0.8125,0.012058854,0.71574765,5,Offensive,2,0,Early (2006-2011)
Leslie Frazier,2011,0.1603053435114503,0.1615713613587763,4.12237046499015,131,-0.0012660178473259,0.5992255566311714,0.650283593360771,177.8863394069224,1033,-0.0510580367295996,0.4019607843137255,0.3813963874839258,100.2241551848731,510,0.0205643968297997,0.0,0.0222715569530592,0.6972488457065573,39,-0.0222715569530592,0.6865567592033827,0.9228173805194576,0.725729598277045,0.6765067460836116,-0.0159811848671743,-0.1418325534496712,-1.0570042239512043,0.5020128606514977,-0.7048079660597171,-0.9131831392979788,1713,Leslie Frazier,1,-0.1860341727733612,-2.97654676437378,-0.1860341727733612,-2.97654676437378,0.1875,-0.01179418,0.37353417,3,Defensive,0,17,Early (2006-2011)
Pete Carroll,2011,0.1125827814569536,0.1457866736399958,4.512439452109259,151,-0.0332038921830421,0.5906886517943744,0.6228961978111304,174.75113463334398,1031,-0.032207546016756,0.3806706114398422,0.3779513372617341,100.56059080493476,507,0.002719274178108,0.0285714285714285,0.0303484694539032,0.2785926950069324,35,-0.0017770408824747,0.7266766506441261,0.9238020336049048,0.7227036280919775,0.8082576783134947,-0.0167700687261085,-1.1715219554926135,-0.6540843997929259,0.0416805156238726,-0.2655889079320374,-0.9519392692283624,1724,Pete Carroll,6,-0.1465399861335754,-2.3446397781372066,-0.2965369522571563,-4.744591236114501,0.4375,-0.019547999,0.58404,18,Defensive,1,17,Early (2006-2011)
Pat Shurmur,2011,0.1294964028776978,0.1583387847989071,4.584993011530376,139,-0.0288423819212092,0.6504761904761904,0.6504907120178853,174.50070579577513,1050,-1.452154169490072e-05,0.3580246913580246,0.3836620198308852,113.10545515983092,567,-0.0256373284728606,0.0476190476190476,0.0667686943473069,0.6060666224700754,21,-0.0191496467282593,0.6891746619565857,0.9264312182991706,0.7434635107465608,0.4109203981761747,-0.0169026943327206,-1.0309051803652665,0.0340254196388282,-0.689805708938421,-0.6379021428739794,-0.9584548737546074,1777,Pat Shurmur,1,-0.2613966464996338,-4.182346343994141,-0.2613966464996338,-4.182346343994141,0.25,-0.03735915,0.51139665,4,Offensive,30,0,Early (2006-2011)
Gary Kubiak,2011,0.1048951048951049,0.1187996963309777,4.9268798742457145,143,-0.0139045914358728,0.4953429297205758,0.573230150776342,207.82914579487945,1181,-0.0778872210557661,0.3856589147286822,0.3786975184347488,100.74181627841855,516,0.0069613962939333,0.0217391304347826,0.0070951080988774,0.3080636099655414,46,0.0146440223359051,0.6859144849635319,0.9304404098354344,0.7293452801640642,0.8681568844403971,-0.0199810405470268,-0.5493050465865477,-1.6304646391564042,0.1511101933899861,0.0863317666226439,-1.109687256698205,1886,Gary Kubiak,6,-0.0606578588485717,-0.9705257415771472,-0.0381138622760771,-0.6098217964172338,0.625,-0.024285078,0.68565786,10,Offensive,16,0,Early (2006-2011)
Jim Caldwell,2011,0.0833333333333333,0.1225435423481981,3.5741049718299047,132,-0.0392102090148648,0.6099071207430341,0.6578800033766419,161.62067720727052,969,-0.0479728826336077,0.4120982986767486,0.3854437037246692,102.1886436294537,529,0.0266545949520793,0.04,0.0577599519162322,0.4729091949016877,25,-0.0177599519162322,0.7195021334162435,0.9205054213191446,0.736296416134178,0.5588833678615373,-0.0213516819709391,-1.3651679296119257,-0.9910605960215992,0.6591154616272359,-0.608119519838564,-1.1770238570247469,1655,Jim Caldwell,3,-0.2936863601207733,-4.698981761932373,0.1620277166366576,2.5924434661865217,0.125,-0.040213317,0.41868636,7,Offensive,19,0,Early (2006-2011)
Todd Haley,2011,0.1810344827586207,0.1874008934411574,3.525431809162426,116,-0.0063664106825367,0.5616113744075829,0.6303210936638999,143.15881263636174,844,-0.0687097192563169,0.3815461346633416,0.378723584705765,76.65382655069175,401,0.0028225499575766,0.0,0.0073836753969825,0.1222608536616695,17,-0.0073836753969825,0.6675848300373659,0.9084044756897468,0.6814132430683641,0.6938228939095782,-0.0236735475337133,-0.3062711880772487,-1.4343001218726763,0.0443446150910069,-0.3857449888195832,-1.2910920083915862,1378,Todd Haley,3,-0.191386385345459,-3.062182165527344,-0.2079455391407013,-3.327128626251222,0.3846,-0.049387276,0.5759864,3,Offensive,21,0,Early (2006-2011)
Jack Del Rio,2011,0.110091743119266,0.1178652712446193,3.064423742728416,109,-0.0077735281253532,0.5472496473906912,0.6361460798066662,120.00574909167716,709,-0.088896432415975,0.3949843260188088,0.3738055540157791,63.97862559115347,319,0.0211787720030297,0.0,0.0094488924379826,0.1056640321306614,12,-0.0094488924379826,0.671050585624036,0.8930354047639308,0.6185702170913008,0.5664377943546463,-0.0279567538433777,-0.3516371978206592,-1.8657810334587728,0.5178612675097662,-0.430004764481192,-1.5015165193966231,1149,Jack Del Rio,9,-0.1891617594242096,-3.026588150787353,-0.0885090647220612,-1.4161450355529792,0.2727,-0.022051692,0.46186176,12,Defensive,0,11,Early (2006-2011)
John Fox,2011,0.1024096385542168,0.1169983369015415,4.40152293010698,166,-0.0145886983473246,0.502542372881356,0.658905252867765,199.51822678171044,1180,-0.156362879986409,0.4745762711864407,0.3862990886178672,92.9699894791284,472,0.0882771825685734,0.1538461538461538,0.1467506730973232,0.9429888754961836,39,0.0070954807488305,0.7671216696610265,0.9329298404428238,0.7095773026736445,0.6072702134119915,-0.0298712496923923,-0.5713609175935462,-3.3078426543343364,2.2487302161933505,-0.0754414274695609,-1.595571492172766,1857,John Fox,10,-0.0216559767723083,-0.3464956283569328,-0.0701594352722166,-1.1225509643554663,0.5,0.0024296641,0.521656,16,Defensive,0,22,Early (2006-2011)
Mike Smith,2012,0.0884955752212389,0.1293249235551044,4.700667417993309,113,-0.0408293483338655,0.6612765957446809,0.5741445408781317,211.04747920967824,1175,0.0871320548665491,0.4052098408104196,0.3756988666787373,133.30230428956946,691,0.0295109741316823,0.0384615384615384,0.0496748625147172,0.7554766240614118,52,-0.0112133240531787,0.5883565184456767,0.9287682536923916,0.7850447601596245,0.774329554556956,0.0232042651655664,-1.4173696065200716,1.8967399652332133,0.7327985486924891,-0.4678183917699788,1.0119118866051562,2031,Mike Smith,5,0.1522853374481201,2.436565399169921,0.2393362522125242,3.829380035400387,0.8125,0.023848057,0.66021466,7,Defensive,0,19,Middle (2012-2017)
Mike Mularkey,2012,0.1879194630872483,0.1858582948196778,3.9282984686018607,149,0.0020611682675704,0.6669856459330143,0.6548962469983615,175.66428656175307,1045,0.0120893989346528,0.3704974271012007,0.3836619064222665,110.43077674456508,583,-0.0131644793210658,0.2692307692307692,0.1300582636523848,0.9734309516204496,26,0.1391725055783843,0.7483422794690745,0.9253199477394338,0.7583466395292399,0.3996675328068141,0.0206127065381828,-0.0345627882448512,0.2927406745490358,-0.3680563989846886,2.7551082789079726,0.8845943077909763,1803,Mike Mularkey,3,-0.198194146156311,-3.171106338500976,-0.3357878625392912,-5.37260580062866,0.125,-0.012382776,0.32319415,5,Offensive,18,0,Middle (2012-2017)
Greg Schiano,2012,0.1363636363636363,0.1430662730372412,4.093790352433892,132,-0.0067026366736048,0.6125603864734299,0.618501389062635,177.63584349929425,1035,-0.005941002589205,0.4521276595744681,0.3767133700532958,108.96450945101049,564,0.0754142895211723,0.0930232558139534,0.0771215141352894,0.9854883174758056,43,0.015901741678664,0.6913070275049011,0.9231924454161826,0.748520488826118,0.6426871195703738,0.0188144470963745,-0.3171112438697845,-0.0926501527860945,1.916919343501568,0.1132860163942901,0.7962497741996565,1774,Greg Schiano,1,-0.106544554233551,-1.704712867736816,-0.106544554233551,-1.704712867736816,0.4375,-0.008939803,0.54404455,2,Defensive,0,10,Middle (2012-2017)
Joe Vitt,2012,0.1428571428571428,0.1508297312004807,1.8336578916596435,70,-0.0079725883433379,0.6379821958456974,0.6069737880391232,117.36134750752146,674,0.0310084078065742,0.4181360201511335,0.3855405876100085,75.57017875417066,397,0.032595432541125,0.0,0.0090496490780525,0.302990950461388,36,-0.0090496490780525,0.5843804624132913,0.8852546010822041,0.6801500810459681,0.8039422494981242,0.0127586932172332,-0.3580549761196332,0.6971250401363832,0.8123651619611486,-0.4214485589134043,0.4987438973732339,1177,Joe Vitt,1,-0.0344103574752807,-0.5505657196044912,-0.0344103574752807,-0.5505657196044912,0.5,-0.04466805,0.53441036,1,Defensive,0,16,Middle (2012-2017)
Mike Tomlin,2012,0.1129032258064516,0.1172838080323924,3.633249828216507,124,-0.0043805822259408,0.6150190114068441,0.6037724078084012,185.7093121440368,1052,0.0112466035984428,0.3873239436619718,0.366327260835126,110.4958564993496,568,0.0209966828268457,0.0555555555555555,0.0370468956007243,0.7609661289330242,36,0.0185086599548311,0.690089965189605,0.9223469841897458,0.748554095228152,0.6201611469214034,0.0115880631239034,-0.2422473117685655,0.2747263451694942,0.5131640995993534,0.1691550198843193,0.4412334140698944,1780,Mike Tomlin,6,0.0854539573192596,1.3672633171081536,0.3118209540843963,4.989135265350341,0.5,0.048896104,0.41454604,18,Defensive,2,9,Middle (2012-2017)
Jason Garrett,2012,0.109090909090909,0.1419744075930752,3.294624055695164,110,-0.0328834985021661,0.6787037037037037,0.6296411527825209,188.05574017307643,1080,0.0490625509211828,0.3755725190839695,0.3814428468392158,127.39367011241605,655,-0.0058703277552463,0.0975609756097561,0.0762452733678645,1.2222790637380705,41,0.0213157022418915,0.6589847015707484,0.925162559560877,0.774454883966705,0.5686768799114932,0.0106913469873872,-1.161192339494638,1.0830233321161338,-0.1798966445902685,0.2293128916389399,0.3971797213698754,1886,Jason Garrett,2,0.0196750164031982,0.3148002624511712,-0.1109275221824645,-1.7748403549194334,0.5,-0.005373329,0.48032498,9,Offensive,5,0,Middle (2012-2017)
Mike Munchak,2012,0.1307692307692307,0.1162289368618215,4.351841823634675,130,0.0145402939074091,0.6508097165991903,0.6451887813074371,168.38210081984485,988,0.0056209352917532,0.4055555555555555,0.374762601857492,104.49401123958448,540,0.0307929536980635,0.0277777777777777,0.0416717677149386,1.0876024068713437,36,-0.0138939899371608,0.6714110692040612,0.9203481324079112,0.7399404948604302,0.5332235210899734,0.0105804171478405,0.367769041451608,0.1544804948394653,0.7658684620569591,-0.525267884144552,0.3917299821897175,1694,Mike Munchak,2,-0.0588909089565277,-0.9422545433044432,-0.0910660326480865,-1.457056522369384,0.375,-0.043520868,0.4338909,3,Offensive,25,0,Middle (2012-2017)
Tom Coughlin,2012,0.1111111111111111,0.1320131522953758,3.5768019887261486,108,-0.0209020411842646,0.6083499005964215,0.5886548821384802,180.37503113054933,1006,0.0196950184579413,0.4237918215613382,0.3775110748163783,103.49016611893973,538,0.0462807467449599,0.0212765957446808,0.0389773696851021,0.8013370657692428,47,-0.0177007739404213,0.6317886120791659,0.917918311014956,0.7403697667554562,0.725477488602415,0.0087201547645915,-0.7749055286821753,0.4553069932523574,1.1653911905770975,-0.606851273508275,0.3003393803751354,1699,Tom Coughlin,17,-0.096478521823883,-1.543656349182128,-0.0331259071826934,-0.5300145149230946,0.5625,-0.0027585626,0.6589785,20,Offensive,17,0,Middle (2012-2017)
Chuck Pagano,2012,0.0852713178294573,0.1371162217190417,4.791661794744796,129,-0.0518449038895843,0.6541903986981286,0.6295976994507639,210.51890580790345,1229,0.0245926992473646,0.4480712166172106,0.3744367670441553,130.69031336146978,674,0.0736344495730553,0.0512820512820512,0.0816623434853588,0.4452767889502119,39,-0.0303802922033075,0.6463084913436836,0.9346426089655376,0.7799337768567016,0.7660626201483669,0.0075582884284958,-1.7725153715171642,0.5599924739922981,1.8710066359745712,-0.8785867001832587,0.2432594412009465,2071,Chuck Pagano,1,0.2704350352287292,4.326960563659667,0.2704350352287292,4.326960563659667,0.6875,0.0371404,0.41706496,6,Defensive,0,28,Middle (2012-2017)
Norv Turner,2012,0.1031746031746031,0.0928806018347521,2.767294986642216,126,0.010294001339851,0.6066863323500492,0.6059155568073896,175.90888293533564,1017,0.0007707755426595,0.3840304182509506,0.3598045603953445,102.66236162553648,526,0.0242258578556061,0.0,0.0060856515311827,0.2217994688521608,39,-0.0060856515311827,0.7511579935425997,0.9213777649576388,0.733178177125017,0.867970557834502,0.0063910559579281,0.2308669292813336,0.0508107526023109,0.5964638192206692,-0.3579269706824223,0.1859158756355371,1708,Norv Turner,15,-0.0329033136367797,-0.5264530181884752,-1.0381469455242152,-16.610351128387443,0.4375,-0.016877532,0.4704033,15,Offensive,27,1,Middle (2012-2017)
Marvin Lewis,2012,0.1510791366906475,0.1440243542109318,4.223301233373829,139,0.0070547824797156,0.6151012891344383,0.5813131240259987,196.55265586222063,1086,0.0337881651084396,0.3686067019400352,0.369076569550496,110.76014023250484,567,-0.0004698676104608,0.0,0.02348953755923,0.3736928171878078,44,-0.02348953755923,0.7064978253884554,0.9228374994697324,0.7474394779697353,0.8323993699584247,0.0050671292796601,0.1264332623403533,0.7565409641211731,-0.0405865075180693,-0.7309105728652484,0.1208742680780218,1836,Marvin Lewis,10,0.1388038694858551,2.2208619117736816,-0.2728932714939114,-4.366292343902583,0.625,-0.017373562,0.48619613,16,Defensive,0,23,Middle (2012-2017)
Jim Schwartz,2012,0.1209677419354838,0.1442800285797771,3.225017981721975,124,-0.0233122866442932,0.6795626576955425,0.6515965747065009,198.7670154323755,1189,0.0279660829890415,0.4054421768707483,0.3856133099901365,145.88666548825293,735,0.0198288668806118,0.0256410256410256,0.0429678840506918,0.755107598371937,39,-0.0173268584096662,0.7149868679888686,0.9341070359202452,0.7906026275102715,0.658821375179983,0.0044268860334402,-0.852612773078779,0.632096866642872,0.4830391481723838,-0.5988378699874533,0.0894205247208242,2087,Jim Schwartz,4,-0.2626486420631408,-4.202378273010253,-0.5249625146389005,-8.399400234222409,0.25,-0.06773114,0.51264864,5,Defensive,0,25,Middle (2012-2017)
Lovie Smith,2012,0.1085271317829457,0.1394691726336109,3.963039759940071,129,-0.0309420408506651,0.5789473684210527,0.5882578202265498,174.39791202121597,1026,-0.0093104518054971,0.4103092783505154,0.3734734471015332,93.9751484576356,485,0.0368358312489822,0.0476190476190476,0.0301449402383392,0.258317381173125,42,0.0174741073807083,0.6884145917221175,0.9232582742610468,0.7184767269357342,0.8674885764437176,0.0036675106122419,-1.0985989950769053,-0.1646704469216562,0.9217503827377048,0.1469834689374792,0.0521140794734068,1682,Lovie Smith,9,0.0075010657310485,0.120017051696776,0.0581875145435332,0.9310002326965324,0.625,-0.026303947,0.61749893,12,Defensive,0,22,Middle (2012-2017)
Joe Philbin,2012,0.1239669421487603,0.1306954015403639,4.232276621258112,121,-0.0067284593916035,0.5769230769230769,0.59384079880533,185.41002977063468,1014,-0.0169177218822531,0.3832335329341317,0.3745584781735817,97.40672436010176,501,0.00867505476055,0.064516129032258,0.0373564064255685,0.2938356627802837,31,0.0271597226066895,0.6454149816416583,0.9170332304691564,0.724315053124509,0.7581818021442687,0.0023050394609891,-0.3179437782700309,-0.3272720453809825,0.1953156850479185,0.3545564012424491,-0.0148211333165891,1667,Joe Philbin,1,-0.0260617434978485,-0.416987895965576,-0.0260617434978485,-0.416987895965576,0.4375,-0.038519353,0.46356174,4,Offensive,31,0,Middle (2012-2017)
John Harbaugh,2012,0.1132075471698113,0.1040866125990331,3.575010758046502,159,0.0091209345707781,0.5823529411764706,0.5936319901099469,244.7085934764337,1360,-0.0112790489334763,0.4154518950437317,0.3816860493491416,135.5193327905006,686,0.0337658456945901,0.0166666666666666,0.0351936974643043,0.3221335790880067,60,-0.0185270307976376,0.7881724704690327,0.9377525653121188,0.7797640203589749,0.9146285320633672,0.0017530398610837,0.1930468036428444,-0.2067482273214745,0.8425571108819773,-0.6245588279266477,-0.0419396603002159,2265,John Harbaugh,5,-0.0083128213882446,-0.1330051422119136,0.0619391798973082,0.9910268783569328,0.625,0.010662019,0.6333128,17,Both,4,6,Middle (2012-2017)
Ron Rivera,2012,0.0789473684210526,0.0846710584500486,2.943808971935528,114,-0.005723690028996,0.5844793713163065,0.5984369116498629,178.9045012527641,1018,-0.0139575403335564,0.3934426229508196,0.3494216510381681,93.09909368358116,488,0.0440209719126515,0.0,0.0154832120534716,0.5804606979701782,44,-0.0154832120534716,0.6990539482170328,0.920290101573955,0.7228448489329076,0.7617577195460767,0.0010244126441582,-0.2855496260074475,-0.2639996432325965,1.1070980945813498,-0.5593265873936405,-0.0777355138598643,1664,Ron Rivera,2,-0.0637235641479492,-1.0195770263671873,-0.2520530819892883,-4.032849311828613,0.4375,-0.02695927,0.50122356,13,Defensive,0,14,Middle (2012-2017)
Mike McCarthy,2012,0.1079136690647482,0.162708986836954,6.525493736256445,139,-0.0547953177722058,0.6393713813068652,0.5705994575217403,217.4988454383971,1209,0.0687719237851248,0.390749601275917,0.3996917494286349,121.76416625346032,627,-0.0089421481527178,0.05,0.0764601332762443,0.9498963736082272,60,-0.0264601332762443,0.6090535407414341,0.9305301149460288,0.7670016807374823,0.784167409057651,0.000974923350608,-1.8676378544551824,1.5043013332876751,-0.2591372480129452,-0.7945735668296587,-0.0801668140687268,2035,Mike McCarthy,7,-0.0252818465232849,-0.4045095443725584,-0.1343218982219696,-2.149150371551514,0.6875,0.0081041455,0.71278185,18,Offensive,14,0,Middle (2012-2017)
John Fox,2012,0.0775862068965517,0.1244157997263347,4.080117277896685,116,-0.046829592829783,0.5774647887323944,0.5483122921935356,220.00006443977568,1207,0.0291524965388587,0.3917197452229299,0.3841496195024686,126.10091445930428,628,0.0075701257204613,0.032258064516129,0.041844435407931,1.030204316914657,62,-0.0095863708918019,0.6344044376957594,0.9295708333416244,0.7612688613900516,0.7815188588098633,-0.0013965080918677,-1.6108198061848469,0.6574558637190404,0.1668129627051859,-0.4329510724980004,-0.1966700281537017,2013,John Fox,11,0.083605945110321,1.337695121765136,0.0134465098381043,0.2151441574096695,0.8125,-0.00610584,0.72889405,16,Defensive,0,22,Middle (2012-2017)
Bill Belichick,2012,0.1129032258064516,0.17382814470809,5.3363827635215815,124,-0.0609249189016384,0.5869090909090909,0.5458624251115729,253.6312140259472,1375,0.041046665797518,0.3616438356164383,0.3657951287036779,141.2530646382694,730,-0.0041512930872395,0.0136986301369863,0.0173456415090784,0.3054841832856969,73,-0.0036470113720921,0.6025542862217573,0.9369376992684696,0.7936693211910655,0.9435771608137136,-0.0015223653211752,-2.0652585619381774,0.9116877911108582,-0.1355524685735039,-0.3056643444218571,-0.2028531171806607,2302,Bill Belichick,18,0.0018060207366943,0.0288963317871088,1.3712650835514066,21.940241336822503,0.75,0.021487474,0.748194,29,Defensive,1,13,Middle (2012-2017)
Andy Reid,2012,0.203125,0.2448344415147048,4.435272015963718,128,-0.0417094415147047,0.6657681940700808,0.6589457015042517,189.8200408371428,1113,0.0068224925658291,0.3703099510603589,0.3580821998282381,115.53905394949112,613,0.0122277512321208,0.1034482758620689,0.0980095841766561,0.5532921753129655,29,0.0054386916854127,0.6602875493141447,0.9286085496501904,0.7683062662493405,0.5930259393065956,-0.002909895767111,-1.445744150536204,0.1801631814581696,0.2869609558510588,-0.1109481615365858,-0.2710194380351705,1883,Andy Reid,14,-0.0157403647899627,-0.2518458366394032,0.19186889295578,3.0699022872924804,0.25,0.028797835,0.26574036,26,Offensive,16,0,Middle (2012-2017)
