head_coach,season,actual_decision,predicted_go_rate,fourth_down_phat_var_sum,fourth_down_plays,fourth_down_aggression,actual_pass,predicted_pass_rate,pass_heavy_phat_var_sum,run_pass_plays,pass_heavy_aggression,actual_beyond,predicted_beyond_rate,deep_pass_phat_var_sum,pass_plays,deep_pass_aggression,actual_two_point,predicted_two_point_rate,two_point_phat_var_sum,conversion_attempts,two_point_aggression,fourth_down_aggression_reliability,pass_heavy_aggression_reliability,deep_pass_aggression_reliability,two_point_aggression_reliability,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays
Jim Zorn,2008,0.125,0.14524613710777015,4.731756202261127,136,-0.02024613710777015,0.5695238095238095,0.6192343614960001,182.68671909602023,1050,-0.04971055197219054,0.2879684418145957,0.3540782143728434,96.9568824973281,507,-0.06610977255824774,0.07407407407407407,0.08482534885091876,1.3371776752255222,27,-0.010751274776844691,0.6697745311429845,0.9229048392392661,0.7274721407946696,0.3293218485657933,-0.041922332606633764,-0.7633733801242709,-1.0341048386684883,-1.7490569217580658,-0.4939065358562792,-2.1783810481213415,1720
Jim Caldwell,2009,0.13559322033898305,0.158530371784729,4.854138558789751,118,-0.022937151445745957,0.648424543946932,0.5740104410890027,216.5005672164589,1206,0.07441410285792938,0.4046639231824417,0.3775284014328679,142.60832788563985,729,0.027135521749573788,0.03333333333333333,0.014618530234080633,0.7652049828852368,60,0.0187148030992527,0.598132465128463,0.9301959405377984,0.7895682291321868,0.8090631566280513,0.029442989717332276,-0.8504300500402628,1.6301118234993044,0.6747953912858794,0.14630142835942583,1.3037256122499654,2113
Mike Tomlin,2009,0.1282051282051282,0.10442761351429294,3.9875583627146853,117,0.02377751469083525,0.6057416267942584,0.579697439290191,190.8738698469694,1045,0.02604418750406734,0.42429906542056073,0.3941039180650597,104.0586638798636,535,0.03019514735550105,0.0,0.004087124995638122,0.16327249126072943,41,-0.004087124995638122,0.6404507110004833,0.9190195021755388,0.7347110921205864,0.902657938982697,0.018036213861137605,0.6608302998942531,0.5918979842763328,0.7543284192743299,-0.3491148950211855,0.747158236264341,1738
Gary Kubiak,2009,0.1415929203539823,0.11277355216325063,4.016205220851504,113,0.028819368190731665,0.6213872832369942,0.5791726101078596,192.60866658666598,1038,0.04221467312913463,0.35374149659863946,0.3794855361776314,117.89487808299457,588,-0.025744039578991962,0.043478260869565216,0.03710198397749556,0.6497800069948085,46,0.006376276892069654,0.6225980398011377,0.9173298963173963,0.7470121060471617,0.7457434482294522,0.013912306211445345,0.8239386749449167,0.9389819483494792,-0.699775282660098,-0.12177709833620058,0.5459416533900668,1785
Lovie Smith,2009,0.168,0.1613092179779924,2.9894530532621224,125,0.006690782022007624,0.6424242424242425,0.6093554318120534,169.93290207832698,990,0.033068810612189026,0.3673835125448029,0.367555783371701,104.20268874584606,558,-0.00017227082689807993,0.05714285714285714,0.047236070790885216,0.8073103567614781,35,0.009906786351971925,0.7306039966953094,0.9196184157159515,0.7505334184161724,0.5774653154896928,0.01372985006680198,0.10805953799194466,0.7426747816476582,-0.035053365071721715,-0.04506990019898861,0.5370391257225786,1708
Ken Whisenhunt,2009,0.12307692307692308,0.1376851044565613,4.006127502099861,130,-0.014608181379638208,0.6510791366906474,0.5819954763061079,200.87579910301488,1112,0.0690836603845395,0.35823170731707316,0.3788329211772953,127.34160830170181,656,-0.020601213860222123,0.0,0.004648070869279763,0.23854977560700868,54,-0.004648070869279763,0.6864115599150933,0.9243037161774388,0.7728593228716164,0.9167341485957967,0.010194250459693412,-0.5809805760806638,1.5156989884846277,-0.5660907883748293,-0.3613025372757603,0.36452767983530193,1952
Andy Reid,2009,0.145985401459854,0.16961642074643582,4.587100201206347,137,-0.023631019286581817,0.6530028598665396,0.5901484354740956,186.9224770875338,1049,0.06285442439244404,0.36626916524701875,0.3716958911396801,113.80973853034725,587,-0.005426725892661355,0.04081632653061224,0.05989962896830771,0.8035108846299136,49,-0.019083302437695467,0.679802847613006,0.9211197191936591,0.7529858413771505,0.7290955782518598,0.007730193168841269,-0.8728772821982331,1.3819944126658286,-0.17163959346509894,-0.6749360739228061,0.24429967518812978,1822
Jim Mora Jr,2009,0.16428571428571428,0.1744736996209927,4.426258267119226,140,-0.010187985335278427,0.6430568499534017,0.6279790610290251,183.2112574083278,1073,0.015077788924376612,0.34318555008210183,0.3564853751881221,115.9411322993062,609,-0.013299825106020291,0.06666666666666667,0.02637907606661732,0.6294969740003173,30,0.04028759060004934,0.696752802045008,0.9257354706603925,0.763078703955045,0.562880961634756,0.0065756091125894625,-0.4379833640006802,0.35651475714895686,-0.3762958163960592,0.6150122770314996,0.18796440335985695,1852
Norv Turner,2009,0.09803921568627451,0.10232624566073105,4.0636146488010745,102,-0.004287029974456541,0.5878442545109211,0.5859722546884412,186.12884070149477,1053,0.001871999822479986,0.42162162162162165,0.38563932699345504,110.33630212858634,555,0.0359822946281666,0.0,0.008133965977236276,0.40858635717475106,53,-0.008133965977236276,0.5705326966498852,0.9219776312237927,0.7375904851561709,0.8609579705043299,0.006087637867705043,-0.2470822915736582,0.07306516036659895,0.9047616438880007,-0.43704040167422026,0.16415496949829225,1763
Bill Belichick,2009,0.20930232558139536,0.20883711018900225,6.123811780311184,129,0.00046521539239310905,0.5994897959183674,0.559662883573839,213.99268487783203,1176,0.0398269123445284,0.35173501577287064,0.3900077143241998,125.70833807055661,634,-0.03827269855132914,0.057692307692307696,0.04686488616084716,0.4760921225012811,52,0.010827421531460532,0.5850628448946531,0.9276389164952309,0.7630026751615521,0.8364796798125602,0.005485511182112331,-0.09334299318967777,0.8877309533209309,-1.0254498301518848,-0.02506730682622502,0.13477558362833486,1991
Sean Payton,2009,0.1796875,0.14654790111836746,5.719665799266293,128,0.03313959888163254,0.5687550854353133,0.5593243574267412,224.98220398672248,1229,0.009430728008572031,0.37267080745341613,0.37897643397111086,125.1569593497817,644,-0.006305626517694729,0.025974025974025976,0.03743576449019733,1.2420966199524428,77,-0.011461738516171355,0.5977989193712724,0.9301540693237409,0.7693967472522076,0.8112945252799234,0.004642690182741372,0.9637019203171443,0.23530601095140222,-0.1944860580372443,-0.5093427451175181,0.09365207265913057,2078
Mike McCarthy,2009,0.1,0.12304338170126812,3.7781241520695823,120,-0.023043381701268115,0.6203866432337434,0.5791039702986647,199.83425271912887,1138,0.0412826729350787,0.3969594594594595,0.38780971216427,114.7686204552656,592,0.00914974729518947,0.08333333333333333,0.10562974378420525,1.3400072173195094,60,-0.022296410450871926,0.6641644061736806,0.927823997509278,0.7545770575651394,0.7075775520835135,0.004625261655844488,-0.8538666918149181,0.9189774581090369,0.20726658635519088,-0.7447471070901872,0.09280168779976423,1910
Mike Smith,2009,0.21008403361344538,0.17973133697775184,4.6710489120609555,119,0.030352696635693538,0.5940130963517306,0.6056449688096349,185.60623627490688,1069,-0.011631872457904313,0.3914590747330961,0.3885628756718177,108.80970984249494,562,0.002896199061278415,0.022727272727272728,0.02994073172526028,0.5463284718199247,44,-0.007213458997987553,0.6113559470454184,0.9243167466741727,0.7450687026996828,0.761432233686669,0.0014693685214883327,0.873543192625137,-0.2167825059364815,0.04470956442699965,-0.41704059370149976,-0.06118285461813288,1794
Tom Coughlin,2009,0.14285714285714285,0.17037209255455213,4.295735067126402,112,-0.02751494969740928,0.5868320610687023,0.6085393110535442,183.25642493329443,1048,-0.02170724998484186,0.41821561338289964,0.3704096958602457,101.44052974448299,538,0.04780591752265395,0.021739130434782608,0.02869834506333538,0.6003176326506277,46,-0.006959214628552771,0.6024124504664131,0.9224105417998564,0.7417958709726226,0.7604617652018203,-0.002123606766621133,-0.9985258315130712,-0.4330408207864678,1.2121092254909318,-0.41151663931389587,-0.23649381481362794,1744
Perry Fewell,2009,0.09090909090909091,0.15121733275078772,1.7683479167227625,55,-0.06030824184169681,0.5491183879093199,0.6123508898311433,69.56850955691151,397,-0.06323250192182339,0.4,0.3888823454761425,35.19152296865956,180,0.011117654523857545,0.09090909090909091,0.0031648389872729736,0.034585039906453195,11,0.08774425192181794,0.4702284506882787,0.817981001867769,0.48105599614644406,0.759101209553946,-0.00321419135709277,-2.0594175441196203,-1.324340524802851,0.2584210872173637,1.6461007259604072,-0.2897063799995671,643
Mike Singletary,2009,0.15436241610738255,0.1488872085608379,4.118599539977553,149,0.005475207546544653,0.6336116910229646,0.6020348919263899,166.5178989960141,958,0.031576799096574626,0.30857142857142855,0.36401585280150744,100.44136704063101,525,-0.05544442423007889,0.0,0.006937116890057018,0.2513981281676457,39,-0.006937116890057018,0.7366311073355639,0.916196819496445,0.7342515706027489,0.8449427326883132,-0.004210320970961356,0.06873463943035386,0.7106501855230088,-1.4718179532229747,-0.41103652288185405,-0.338310231983853,1671
Tom Cable,2009,0.14482758620689656,0.15177907104400754,3.352048549140977,145,-0.006951484837110972,0.6006160164271047,0.6651608175741512,162.61327096623603,974,-0.06454480114704653,0.45643153526970953,0.3866934756105709,93.33589197751067,482,0.06973805965913865,0.0,0.004866961499347407,0.08045153344575731,17,-0.004866961499347407,0.764956424450879,0.9204601310434375,0.7147899346099559,0.7638962492190479,-0.005877903206912147,-0.3332797392092018,-1.3525077689847134,1.7822213565335367,-0.36605836277960774,-0.4196760693601821,1618
Jack Del Rio,2009,0.1826086956521739,0.1910243378776969,4.116987695739125,115,-0.00841564222552299,0.6041055718475073,0.6228875996429338,175.88671202605187,1023,-0.01878202779542648,0.40310077519379844,0.3787837446507042,103.57457592660931,516,0.024317030543094253,0.058823529411764705,0.07779059126379947,0.5850634666050663,34,-0.01896706185203477,0.6250161731443512,0.9218906555495717,0.7213164142827073,0.6402362341626374,-0.005906224764750462,-0.3806465126482186,-0.370253732208057,0.6015304991448677,-0.6724105206741519,-0.4210579545947671,1688
Brad Childress,2009,0.11538461538461539,0.10334534448835396,4.580351972885907,130,0.012039270896261431,0.5740131578947368,0.5711947734261661,217.00740159449376,1216,0.002818384468570745,0.33225806451612905,0.3759815718368024,121.34446873324463,620,-0.04372350732067337,0.015625,0.01323458067903971,0.6690180002723825,64,0.002390419320960291,0.6568854250300473,0.931110883201778,0.7613117867850274,0.8464914839839608,-0.006486984349460525,0.281087835873669,0.09337839907316843,-1.1671401485921902,-0.20837762155424513,-0.4493947819520824,2030
John Harbaugh,2009,0.11194029850746269,0.13036434498265767,3.547499801286869,134,-0.01842404647519498,0.5512489233419466,0.5889911117957878,199.63802612413585,1161,-0.03774218845384114,0.4104882459312839,0.38279411692872084,111.5989445535055,553,0.027694129002563073,0.0196078431372549,0.011919775539461304,0.4753927506517551,51,0.007688067597793597,0.7242393501408254,0.9305220026931893,0.7339747956308202,0.8313042218527764,-0.00675315772620005,-0.7044271528527968,-0.7772153951642303,0.6893160327004632,-0.09327588888715267,-0.4623820992901975,1899
Josh McDaniels,2009,0.14814814814814814,0.1569309000997405,4.23894672695856,135,-0.008782751951592366,0.5918944392082941,0.597007026958203,188.92953057424842,1061,-0.005112587749908859,0.34532374100719426,0.3756064332479916,108.57706809803099,556,-0.030282692240797326,0.058823529411764705,0.04641693648509585,0.42443077879081215,34,0.012406592926668854,0.6904848217879491,0.9219921815004944,0.7413803974030903,0.7104068892946162,-0.007967781450405814,-0.39252283370469127,-0.07685231263017554,-0.8177546813427102,0.009243269163058798,-0.5216468685390789,1786
Jim Zorn,2009,0.18253968253968253,0.14324691702446968,4.7004432889740775,126,0.03929276551521285,0.6336032388663968,0.6290261031991919,169.63181406954266,988,0.004577135667204857,0.2730696798493409,0.3601699842620566,98.37622552106673,531,-0.08710030441271571,0.034482758620689655,0.018126600469870403,0.38988450406439656,29,0.016356158150819252,0.6366975647835014,0.919450374022263,0.742653106723924,0.6601875254793613,-0.008334308255218217,1.162762248238189,0.1311283066513328,-2.294692490449784,0.09505527041829209,-0.5395307004434333,1674
Raheem Morris,2009,0.19424460431654678,0.20588915000065452,4.6157483734126785,139,-0.011644545684107749,0.6332320162107397,0.6633975400977221,165.89031133978645,987,-0.03016552388698246,0.39923224568138194,0.37670537049015734,98.62218206060102,521,0.022526875191224593,0.14285714285714285,0.1566343434700944,0.8087847411902397,28,-0.01377720061295154,0.6847366472063685,0.920939486927428,0.734832932233479,0.4661182823801813,-0.009129243541248102,-0.485104366557708,-0.6145895573698927,0.5549965456349659,-0.5596506714534069,-0.5783177382358664,1675
Marvin Lewis,2009,0.1366906474820144,0.13783517675162768,4.937706010872514,139,-0.0011445292696132814,0.5347786811201445,0.6035367954125276,193.5219673823427,1107,-0.0687581142923831,0.37524557956778,0.3622469928189888,94.22718956153108,509,0.012998586748791174,0.1111111111111111,0.08626008546299443,0.2666416343902998,36,0.02485102564811667,0.6700031136212921,0.9262589585075773,0.7346347929146017,0.8140465548360996,-0.011025810954536523,-0.14541964239650942,-1.4429424944637035,0.3073147279949214,0.2796228212676227,-0.6708563803466021,1791
Dick Jauron,2009,0.1411764705882353,0.11367262585223109,2.4142108505400053,85,0.0275038447360042,0.577490774907749,0.6121997669669095,94.38312413015908,542,-0.03470899205916045,0.35,0.37336935899102874,49.97916638129342,260,-0.023369358991028766,0.0,0.007207637075160684,0.09444785842857967,14,-0.007207637075160684,0.6082786115697358,0.8606065851795736,0.5766011744827343,0.651458328636904,-0.011609827108162683,0.7813803393950957,-0.7121107438329088,-0.638046966195421,-0.4169141010825472,-0.6993521044894069,901
Tony Sparano,2009,0.16393442622950818,0.15467270319581464,4.676547175394024,122,0.009261723033693547,0.5432432432432432,0.6230123900256732,188.35134331996676,1110,-0.07976914678242997,0.4203703703703704,0.3865863332578758,106.39270036449687,540,0.033784037112494614,0.07317073170731707,0.06540840277687206,0.8283789583989433,41,0.007762328930445012,0.622843288428751,0.9284479405152745,0.73401323964975,0.6463565994387191,-0.013124892019394405,0.1912317306738255,-1.6792837456664034,0.8476193333448204,-0.09166241671767629,-0.7732762100142996,1813
Wade Phillips,2009,0.11450381679389313,0.1335174947677134,4.110315742766635,131,-0.01901367797382028,0.5954583683767872,0.5912881810977879,207.49141592685098,1189,0.0041701872789993155,0.33818770226537215,0.3540924331036479,113.68263498295698,618,-0.01590473083827576,0.021739130434782608,0.04968686018689724,0.8784457021664372,46,-0.027947729752114632,0.6841796359337986,0.9311065957477496,0.7718250901684335,0.6844973281550254,-0.013195593471688909,-0.7235022480774866,0.12239354982172958,-0.44400868953628836,-0.8675330319830423,-0.7767259246644349,1984
Jeff Fisher,2009,0.18032786885245902,0.16183455076748404,5.021733062336661,122,0.01849331808497498,0.5323383084577115,0.6377764504384342,172.0515334451007,1005,-0.10543814198072277,0.4105263157894737,0.3933473353015066,94.5865708720282,475,0.017178980487967066,0.05128205128205128,0.021232487697430677,0.6449847233484302,39,0.030049563584620603,0.6059737438234473,0.9209160616700179,0.7060327630007706,0.6798941836583746,-0.018310031575276782,0.48988191318531604,-2.230244107264137,0.41598141310061654,0.39257118864864615,-1.026273161398199,1641
Jim Schwartz,2009,0.2074074074074074,0.23463073960779351,6.278891935069303,135,-0.027223332200386113,0.6342155009451795,0.6665251665627179,172.62819728090784,1058,-0.03230966561753834,0.3847487001733102,0.3890531066599586,114.23358109918215,577,-0.004304406486648427,0.10714285714285714,0.13007895774895978,1.2162571205716952,28,-0.02293610060610264,0.6009699396077335,0.92786176754245,0.7458345662176716,0.3673190218007761,-0.021943554737549498,-0.9890917501624791,-0.6606115030696772,-0.14246561199576963,-0.7586456223161072,-1.2035625617953203,1798
Todd Haley,2009,0.20625,0.19692937741067454,6.82570244346333,160,0.00932062258932545,0.6056603773584905,0.6551695364878847,177.09460191050644,1060,-0.04950915912939413,0.3389830508474576,0.3661913394525104,100.24923239363113,531,-0.02720828860505281,0.06451612903225806,0.09145727270949847,1.2318079617237396,31,-0.026941143677240403,0.6605630809049158,0.926391185370573,0.7390320824412968,0.4126854268480717,-0.025900878534473464,0.19313718286725462,-1.0297821344631564,-0.7378375078376341,-0.8456629879102321,-1.396651068955152,1782
John Fox,2009,0.18181818181818182,0.16316970320309393,4.5972985401854345,132,0.018648478615087893,0.5077669902912622,0.6245445120387972,174.41104310706268,1030,-0.11677752174753508,0.3646288209606987,0.3821556731880415,91.21886410162263,458,-0.017526852227342793,0.08571428571428572,0.08199391035408163,0.6891505265520994,35,0.0037203753602040868,0.6629095168555562,0.923464723246273,0.6983716690275571,0.6155317460453421,-0.0363509733512741,0.4949014921832455,-2.47363301782938,-0.48617470670760615,-0.1794817348345762,-1.90653939535977,1655
Rex Ryan,2009,0.13664596273291926,0.13064313519636236,6.024506375156596,161,0.006002827536556898,0.42868920032976093,0.5811692213314076,215.3190185105141,1213,-0.15248002100164665,0.44298245614035087,0.4137657767428907,92.97557854449792,456,0.029216679397460144,0.11363636363636363,0.12330720340994296,0.7720257987533555,44,-0.009670839773579326,0.69064261812682,0.9312947739768672,0.6924776036943933,0.693120817580259,-0.04133922590352716,0.08580360805804463,-3.2399529203823394,0.7288937650009732,-0.4704319799002247,-2.1499296985236,1874
Steve Spagnuolo,2009,0.2108843537414966,0.21787504980257297,5.81094595937072,147,-0.006990696061076357,0.6087378640776699,0.6610076432459925,172.36677004846356,1030,-0.05226977916832254,0.32592592592592595,0.38876715290902786,107.26639818295153,540,-0.0628412269831019,0.058823529411764705,0.10712913637047784,0.6189648954642629,17,-0.04830560695871314,0.6586477484560469,0.9242938800334491,0.7324134394593929,0.29603874561442434,-0.04336501569135936,-0.33454825663535726,-1.089036195758984,-1.664093151613772,-1.3098475869432804,-2.2487734490037092,1734
Eric Mangini,2009,0.11678832116788321,0.13665274821062462,5.2337290964889265,137,-0.01986442704274141,0.5010141987829615,0.6263384885123022,166.4939668062362,986,-0.12532428972934073,0.38095238095238093,0.38279094236941813,87.70944370525088,441,-0.0018385614170371989,0.08,0.08255213743359491,0.6339771111175353,25,-0.002552137433594906,0.6504436602228769,0.9205264252758014,0.6906456277437729,0.4703168688059816,-0.047861766285313787,-0.7510247253193267,-2.657081194954005,-0.07836753262401695,-0.31576429891116564,-2.4681820452706247,1589
Jim Tomsula,2010,0.18181818181818182,0.059368277097250524,0.5377105354593018,11,0.1224499047209313,0.5689655172413793,0.5563898065994526,10.800964615022185,58,0.012575710641926752,0.5172413793103449,0.37718515344574277,5.755625200164693,29,0.1400562258646021,0.0,0.0006805924422224052,0.0033978285308116068,5,-0.0006805924422224052,0.10455360757312526,0.38187864601445104,0.12825161115794223,0.8688841092289733,0.02357563381905156,3.8529685086908634,0.30281004667645284,3.610097509119441,-0.2751013367788135,1.017441484513166,103
Mike McCarthy,2010,0.10218978102189781,0.12989004799241574,3.7232554797750854,137,-0.02770026697051793,0.6312893081761006,0.5514687964804001,238.71197811624668,1272,0.07982051169570048,0.4187779433681073,0.3783234240762962,126.60179246591814,671,0.0404545192918111,0.0,0.013134910026389163,0.5471651623896908,62,-0.013134910026389163,0.7234251437106418,0.9307715057633141,0.781694890109101,0.8635280128802177,0.022590736134168992,-1.0045210075502553,1.7461552036625319,1.0210142888701896,-0.5456956567891861,0.9693856686542336,2142
Josh McDaniels,2010,0.1485148514851485,0.1567677327175531,4.364966105742217,101,-0.008252881232404585,0.6645569620253164,0.6383245209550272,131.84083673785656,790,0.026232441070289214,0.44298245614035087,0.374621488507321,88.28107950014909,456,0.06836096763302985,0.03333333333333333,0.04232063905104345,0.27326978911763566,30,-0.008987305717710115,0.5480469700408319,0.9037529728605513,0.703399528661884,0.7478774999468333,0.020856611562099205,-0.3753810520175754,0.595938666512487,1.7464247223169165,-0.4555808704916287,0.8847730511296306,1377
Mike Smith,2010,0.14728682170542637,0.11779179865399868,4.655101529799085,129,0.02949502305142769,0.5907563025210084,0.5787103864943468,212.4147385855306,1190,0.012045916026661607,0.4115702479338843,0.3856217552383813,121.36557782019814,605,0.025948492695502978,0.06,0.06314872708997427,0.7548345879431939,50,-0.003148727089974268,0.6497210351212604,0.9296969829437584,0.7522649652721732,0.7489342371412334,0.015426954317502491,0.8457967012492263,0.2914385134105761,0.6439393235377125,-0.32872637180694814,0.6198454218657148,1974
Ken Whisenhunt,2010,0.15172413793103448,0.14864923191022986,4.170181390726006,145,0.003074906020804624,0.6684100418410042,0.6525174749344899,160.60422010711682,956,0.015892566906514305,0.4186046511627907,0.3795201781705485,107.01937161013869,559,0.039084472992242214,0.06451612903225806,0.08131496998738576,0.7471863189553927,31,-0.016798840955127695,0.7234540572922895,0.9186197940739576,0.7461850763520621,0.5366960815557591,0.012640248484809768,-0.008917216480002934,0.37400318504387936,0.9854008038483638,-0.6253016963434848,0.4838745241730659,1691
Bill Belichick,2010,0.17272727272727273,0.12461127486618682,3.1285912935520805,110,0.048115997861085905,0.5693160813308688,0.553421353548593,193.43843794929936,1082,0.01589472778227574,0.33695652173913043,0.3668715424521847,106.58548125295641,552,-0.02991502071305424,0.029850746268656716,0.012714147675748126,0.7144405885257317,67,0.01713659859290859,0.6674179847802101,0.9231077663720361,0.7421604581458892,0.8498307591165676,0.012300796033419638,1.4482015396930825,0.3740495661695016,-0.8081972930629489,0.11201185991495281,0.4673117230341716,1811
Jim Caldwell,2010,0.1016949152542373,0.10682078913363882,3.8402534852428993,118,-0.005125873879401527,0.6431034482758621,0.6016798021841858,207.19200134248646,1160,0.04142364609167626,0.38156028368794326,0.3678555488234103,139.31296068614134,705,0.013704734864532941,0.0,0.013844618998518854,0.613992601904026,52,-0.013844618998518854,0.6529389653319111,0.9279670225000667,0.7822372488578002,0.7986524666711747,0.010992553909815779,-0.27421962633745905,0.9220033117014568,0.3256706006038058,-0.5611154672622095,0.4034790594430274,2035
Sean Payton,2010,0.13636363636363635,0.14608713436888468,3.3861748096656745,110,-0.009723498005248327,0.6621160409556314,0.5886943866371626,206.18416510244742,1172,0.07342165431846881,0.35614525139664804,0.3660687590084145,138.50813204991155,716,-0.009923507611766469,0.020833333333333332,0.04812396253349031,0.3171838549545615,48,-0.027290629200156975,0.6496297082288921,0.92965041050702,0.7884338037150258,0.8674168116789036,0.009410259116249403,-0.42295679219838817,1.6088098675035862,-0.28853058353613775,-0.8532562419595191,0.3262746265346086,2046
Andy Reid,2010,0.1111111111111111,0.15580779400468736,4.889350777579881,135,-0.044696682893576256,0.6598214285714286,0.6034090561534478,193.7076382419365,1120,0.056412372417980805,0.3694915254237288,0.3545559024927416,108.84277597543912,590,0.014935622930987213,0.058823529411764705,0.06819753215288574,0.5574799109632027,51,-0.009374002741121032,0.659179998890618,0.9277738222749518,0.7630401396964263,0.8077744875238599,0.008455072936944207,-1.5543699436512792,1.2437219459072655,0.35766675557463223,-0.46398261690549397,0.27966851521131847,1896
Wade Phillips,2010,0.2033898305084746,0.1895799503742437,2.1453052906040475,59,0.0138098801342309,0.6895238095238095,0.6602707797182458,86.67706626537115,525,0.02925302980556377,0.34049079754601225,0.3484619398755532,60.906381793172265,326,-0.007971142329540937,0.05263157894736842,0.09563005879468428,1.0636673451379686,19,-0.04299847984731586,0.45709208414112834,0.86315846214421,0.6372703125081856,0.23411651679548895,0.0074902721601759785,0.3383685949557858,0.6607727065272513,-0.237780085718983,-1.194539908123298,0.23259328173216054,929
Todd Haley,2010,0.19463087248322147,0.15020324080727268,5.039701306526412,149,0.04442763167594879,0.5066548358473825,0.579985913105752,200.12202445583236,1127,-0.07333107725836951,0.39835728952772076,0.38270357794653737,93.30260171079865,487,0.015653711581183394,0.044444444444444446,0.007841327254411428,0.3312580710022644,45,0.03660311719003302,0.6956562707144394,0.926414190574187,0.7190510698880437,0.846292829697219,0.0016327289393756744,1.3288796643030323,-1.5410967583859816,0.3763330148070042,0.5349599120390449,-0.053212058990190714,1808
John Harbaugh,2010,0.09929078014184398,0.11760790574563472,4.949908132682853,141,-0.018317125603790743,0.560580204778157,0.5671205963337883,212.0550051882957,1172,-0.006540391555631353,0.41081081081081083,0.3732630707145946,111.34334670222198,555,0.03754774009621625,0.0,0.004721607790149089,0.1998363070289711,45,-0.004721607790149089,0.6757488011560547,0.9277919338848565,0.73582815914634,0.9012521381022432,0.0015205194043688788,-0.7009681690496965,-0.10749875184661223,0.9454544064219491,-0.362900270187565,-0.05868706500824825,1913
Lovie Smith,2010,0.07971014492753623,0.09829397512866624,4.217286317174719,138,-0.01858383020113001,0.6036363636363636,0.5850401389984076,195.26858819822533,1100,0.01859622463795607,0.3789868667917448,0.36676630031894947,104.16575922450804,533,0.012220566472795347,0.045454545454545456,0.05926985526755082,0.5992011898572888,44,-0.013815309813005362,0.7008749205192812,0.9247649531985767,0.7330472727712908,0.7442488866783693,0.0009179758262944446,-0.7095962962833504,0.4320346050447189,0.28709058414330624,-0.5604786680903172,-0.08808679218740165,1815
Mike Tomlin,2010,0.07801418439716312,0.09899946284839972,4.8209804206915745,141,-0.0209852784512366,0.5574855252274608,0.5889769656355651,212.30824127268696,1209,-0.031491440408104365,0.42602495543672014,0.3675500200234684,106.472835641406,561,0.058474935413251716,0.06,0.06373737622533554,0.8354848657309639,50,-0.0037373762253355425,0.6815045186169292,0.9317715487222585,0.7485005515747685,0.7293688353286738,-0.0008416927195954262,-0.7872852497309649,-0.6430490837472368,1.489443581975058,-0.3415159214094312,-0.17394576912684034,1961
Jeff Fisher,2010,0.14049586776859505,0.1338558032882044,4.252730368834915,121,0.006640064480390645,0.5761448349307774,0.6284408822508888,158.39158689196088,939,-0.052296047320111394,0.451271186440678,0.38228472974975314,91.98480608908476,472,0.06898645669092485,0.05,0.06251749286071799,0.8433542628222748,40,-0.012517492860717988,0.6411069830309987,0.9169589843095834,0.709181841047278,0.6308256972263195,-0.0009208712341906762,0.10641878111555389,-1.0896000164421191,1.762683913850567,-0.5322810656661912,-0.17780910252255933,1572
Pete Carroll,2010,0.11920529801324503,0.1557857728166092,5.933671531630297,151,-0.03658047480336418,0.6396396396396397,0.6111155854924036,194.03853429092266,1110,0.028524054147236022,0.3557692307692308,0.357010536647997,118.07583571597748,624,-0.0012413058787661968,0.04878048780487805,0.06708537603977985,1.6435088559387032,41,-0.018304888234901798,0.665982194574749,0.9264463671602512,0.7685341876982571,0.4794975645280477,-0.0026992364025904517,-1.2918035058928756,0.6451259432158882,-0.06284225353446356,-0.6580235084235009,-0.2645803381283661,1926
Norv Turner,2010,0.1509433962264151,0.14346329804327912,4.313486723661397,106,0.007480098183135969,0.5764150943396227,0.5929159802569182,189.01442016278716,1060,-0.016500885917295482,0.4125230202578269,0.38999646626362405,108.90446552364733,543,0.022526553994202836,0.0392156862745098,0.06164985211131245,1.0747659361485473,51,-0.022434165836802647,0.5747563110521113,0.9218240679541814,0.7316140033167046,0.6855037848094875,-0.003366732867282472,0.1335946068799076,-0.3212912097438206,0.5549881963220069,-0.7477401113019216,-0.2971492919253818,1760
Tom Coughlin,2010,0.09090909090909091,0.13161628957987803,3.618996579459982,110,-0.04070719867078712,0.5638599810785241,0.5800525041388712,190.9499874198052,1057,-0.01619252306034713,0.4256505576208178,0.37833274883849183,102.18959170754243,538,0.047317808782326,0.020833333333333332,0.02838085324867734,0.5275076923222386,48,-0.007547519915344008,0.6343480976552458,0.9206736973594812,0.7403842224621934,0.7973199590895615,-0.0037879182986831775,-1.4253066361032187,-0.31467249678465986,1.1994211482207244,-0.424298718136116,-0.3177000657210078,1753
Mike Shanahan,2010,0.09219858156028368,0.11290008103795582,2.654369943412153,141,-0.020701499477672136,0.6718446601941748,0.6365144601254498,177.69284092916595,1030,0.035330200068725004,0.3438538205980066,0.36763481935578357,113.86334691130948,602,-0.02378099875777695,0.12121212121212122,0.15313985281197043,0.7573509824549406,33,-0.03192773159984921,0.7953473182891835,0.9221367331923749,0.7621666644758665,0.5642865098038508,-0.006579333956622019,-0.7781047514771787,0.7912133373278288,-0.6487472809746277,-0.9540063281993615,-0.4539007684971991,1806
