offensive_coach,fourth_down_aggression,fourth_down_plays,actual_decision,predicted_go_rate,pass_heavy_aggression,run_pass_plays,actual_pass,predicted_pass_rate,deep_pass_aggression,pass_plays,actual_beyond,predicted_beyond_rate,two_point_aggression,conversion_attempts,actual_two_point,predicted_two_point_rate,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays
Urban Meyer,0.01256513524623143,105,0.23809523809523808,0.2255301,6.112861224749633e-05,817,0.6658506731946144,0.66578954,-0.005366130929432278,467,0.3683083511777302,0.37367448,-0.003436883742159058,22,0.18181818181818182,0.18525507,0.0009558122967218974,0.4319748015650655,-0.487257746146492,0.02060605091972987,-0.23688385738566176,-0.19572902981979398,1411
Pete Carroll,-0.009181883967756516,1873,0.12920448478376936,0.13838637,0.017929401143184198,15606,0.6023965141612201,0.5844671,-0.0003389951331140839,7626,0.3815892997639654,0.3819283,-0.005371003324007237,669,0.053811659192825115,0.059182663,0.0007593796795765904,-0.5092576620046964,0.12414318186779476,0.19510596087215504,-0.29440978036209614,-0.20895230624696326,25774
Mike Smith,-0.0067136603295447905,839,0.14898688915375446,0.15570055,0.02742622081265067,7827,0.6176057237766704,0.5901795,-0.0027268363619750158,4240,0.3905660377358491,0.39329287,-0.01547247990965843,320,0.034375,0.04984748,0.0006283110528681086,-0.40243050593445895,0.4490970546634515,0.1122201793259135,-0.5948548869977209,-0.21777546762964572,13226
Bill Belichick,-0.0022617337249574154,2352,0.15476190476190477,0.15702364,0.03196923584858746,21827,0.5994868740550694,0.56751764,-0.02400878306237486,11542,0.35305839542540285,0.37706718,-0.0045126440330487474,1014,0.045364891518737675,0.049877536,0.0002965187570516097,-0.20974672686407075,0.604545971403754,-0.6265101699819263,-0.2688798643624861,-0.24011076666372222,36735
Jim Tomsula,-0.011057892640431721,150,0.14666666666666667,0.15772456,0.03526771431186804,1052,0.6492395437262357,0.6139718,-0.029969717414529473,555,0.34774774774774775,0.37771747,0.006310735430036268,28,0.07142857142857142,0.065117836,0.00013770992173577773,-0.5904531696411897,0.7174104237448087,-0.8334237187356945,0.0530365771965159,-0.2508013187674222,1785
Mel Tucker,0.01584075079407804,43,0.16279069767441862,0.14694995,-0.046440464786336344,316,0.5506329113924051,0.5970734,-0.01912915406611143,149,0.35570469798657717,0.37483385,0.04889924165148002,13,0.07692307692307693,0.028023835,-0.00020740660172242908,0.5737466766652624,-2.0784086147496112,-0.457130456572785,1.3197333996520793,-0.27403356632178694,521
Jerod Mayo,0.015345743473838352,136,0.22794117647058823,0.21259543,0.01455601104336457,1078,0.6335807050092764,0.6190247,-0.0367682407092324,527,0.33206831119544594,0.36883655,0.005139537652333576,30,0.13333333333333333,0.1281938,-0.00043173713492397625,0.5523222710982418,0.008715468639614721,-1.069411317002681,0.01820200244601587,-0.28913484987992444,1771
Sean Payton,0.00949175617146994,2041,0.1798138167564919,0.17032206,0.03341626582607149,19530,0.6193548387096774,0.5859386,-0.03507760308616592,10784,0.3407826409495549,0.37586024,-0.009969543334244407,933,0.05680600214362272,0.066775545,-0.0005347811057172247,0.2989559206988155,0.6540591780982709,-1.0107265857878711,-0.43118273944675345,-0.29607147237039577,33288
Joe Gibbs,-0.014346821645225938,267,0.13108614232209737,0.14543296,-0.032743137786822696,2152,0.546003717472119,0.57874686,0.0018590192191295651,1039,0.39268527430221367,0.39082626,0.041833809018135076,70,0.1,0.05816619,-0.000849282798695998,-0.7328012643031628,-1.6097254544542732,0.27140254844823847,1.10958841312927,-0.3172428179621246,3528
Mike Holmgren,-0.01935527202124908,428,0.10046728971962617,0.11982256,0.009455497729649154,3324,0.5839350180505415,0.5744795,0.023014711472178484,1702,0.40246768507638075,0.37945297,-0.016532405009192806,124,0.04032258064516129,0.056854986,-0.0008543669571535618,-0.949571941686801,-0.16580943677335147,1.0057504043072312,-0.6263799127556114,-0.3175850688248424,5578
Vic Fangio,-0.010502362590119524,387,0.17571059431524547,0.18621296,0.0016643418684758604,3127,0.6028141989126958,0.60114986,-0.015618707119261555,1597,0.3544145272385723,0.37003323,0.019764690101146704,100,0.1,0.08023531,-0.0011730094349396286,-0.5664092805593214,-0.4324003965641122,-0.33527723817221794,0.45319340689945364,-0.339035160089912,5211
Bill O'Brien,-0.0034299637291196616,883,0.15628539071347677,0.15971535,0.015194983158296704,7210,0.6067961165048543,0.59160113,0.011684767371939797,3585,0.39748953974895396,0.38580477,-0.028392736519139913,252,0.051587301587301584,0.07998004,-0.0012357374295057684,-0.2603088748998109,0.030579257842984278,0.6124699548899617,-0.9791380996430195,-0.3432578275059678,11930
Marty Schottenheimer,0.00243368036434298,122,0.10655737704918032,0.1041237,-0.029475250383363183,1096,0.5018248175182481,0.53130007,0.038877263695302644,495,0.43232323232323233,0.39344597,-0.01768498447152876,62,0.016129032258064516,0.033814017,-0.00146232269881158,-0.006524569047163111,-1.4979077402537497,1.5563649185556951,-0.6606607286869621,-0.35851089338625874,1775
Jack Del Rio,0.006032049008037721,1104,0.18478260869565216,0.17875056,-0.0033791061637573616,9161,0.5897827748062439,0.5931619,0.0003636358408910523,4607,0.3837638376383764,0.3834002,-0.009262024193485346,346,0.05202312138728324,0.061285146,-0.0015613613770784837,0.14921637871263324,-0.6049726920650008,0.2194954038196637,-0.41013921557282285,-0.3651778911523985,15218
Mike Shanahan,-0.005316269586181199,854,0.1451990632318501,0.15051533,0.006240483380015038,7325,0.6038225255972697,0.59758204,0.009742541652263847,3846,0.39027561102444097,0.38053307,-0.01729760692940012,263,0.057034220532319393,0.07433183,-0.0016577128708256082,-0.3419500548435022,-0.27581798704267635,0.5450521991494153,-0.6491390777712526,-0.3716639954180991,12288
Tom Cable,0.011277159995130265,391,0.1534526854219949,0.14217553,-0.03431512782649204,2747,0.5700764470331271,0.6043916,0.02733665260813606,1289,0.41194724592707527,0.3846106,-0.012427237068797337,81,0.024691358024691357,0.037118595,-0.002032138073005764,0.3762299610109598,-1.6635144353095292,1.1557718816654972,-0.5042811671760556,-0.39686921857136215,4508
Norv Turner,-0.010889843934112131,675,0.1111111111111111,0.122000955,-0.004008681292724359,6458,0.5771136574790957,0.58112234,0.022673957589743776,3312,0.40851449275362317,0.38584054,-0.016199816005883806,299,0.030100334448160536,0.04630015,-0.00210609591074413,-0.5831798557082548,-0.6265149434179893,0.9939222929909733,-0.6164878204740782,-0.4018478465944604,10744
Marvin Lewis,-0.011551107730021326,1672,0.12858851674641147,0.14013962,0.022638795385477195,13831,0.6007519340611669,0.57811314,-0.002593559211293839,7169,0.3780164597572883,0.38061002,-0.017465186668523952,518,0.04247104247104247,0.05993623,-0.0022427645560904805,-0.61180000569611,0.28528511683312935,0.11684644201999353,-0.6541233503341914,-0.41104798505723267,23190
Mike Vrabel,0.012607569732363266,756,0.17063492063492064,0.15802735,-0.02773428721861404,6490,0.5545454545454546,0.58227974,-0.0014061496634317217,2957,0.3868785931687521,0.38828474,0.00750561780381552,273,0.05860805860805861,0.05110244,-0.0022568123364667438,0.4338114080226758,-1.4383369847303273,0.15806332327678033,0.08857559559280447,-0.41199364105776376,10476
Jay Gruden,-0.009442571747862089,661,0.15582450832072617,0.16526708,0.02369344123187267,5517,0.6305963385898133,0.6069029,-0.025932927297767416,2971,0.34870414002019523,0.37463707,0.0006557574973034552,199,0.06532663316582915,0.064670876,-0.002756575079113345,-0.5205404865185718,0.32137206637434523,-0.6933002885336048,-0.11515768961348714,-0.44563622542107134,9348
Jim Schwartz,-0.025027710167112444,647,0.14219474497681608,0.16722246,0.03103717293651942,5621,0.6532645436755026,0.6222274,-0.0047318781038185875,3290,0.38662613981762917,0.39135802,-0.012578301990087137,217,0.07834101382488479,0.090919316,-0.0028251793311246873,-1.1950806653395536,0.5726534575404552,0.042621979162153434,-0.5087742445990422,-0.4502544655158622,9775
Jeff Fisher,0.0007790358074559467,1341,0.1342281879194631,0.13344915,-0.013480844493396815,10018,0.5722699141545219,0.58575076,-0.0014912431967002981,4946,0.3843509906995552,0.38584223,0.0017864230318345858,345,0.06376811594202898,0.061981693,-0.003101657212701645,-0.07813921918778273,-0.9506251427205248,0.15510959087437032,-0.08152865288691909,-0.4688661579487227,16650
Eric Mangini,-0.005399611295704654,623,0.1476725521669342,0.15307216,-0.00466207514157535,5065,0.562685093780849,0.56734717,-0.020790416967530978,2470,0.3680161943319838,0.3888066,0.016675968359156357,164,0.06707317073170732,0.050397202,-0.0035440337614136563,-0.34555716631937844,-0.6488722029043029,-0.5147955442987476,0.3613265075138487,-0.49864566948569355,8322
Joe Vitt,-0.016255146690777378,70,0.14285714285714285,0.15911229,0.01344234370336339,674,0.6379821958456974,0.62453985,0.013615806547160103,397,0.4181360201511335,0.4045202,-0.025282036513090134,36,0.0,0.025282037,-0.0036197582383360044,-0.8153954564654128,-0.029391026769890232,0.6794994078117106,-0.8866175075192279,-0.503743222556049,1177
Tom Coughlin,-0.00959746830347108,1271,0.12195121951219512,0.13154869,0.003395462857165632,11209,0.5914889820679811,0.5880935,0.01902270350512164,5883,0.4099949005609383,0.3909722,-0.028992131320171026,462,0.03463203463203463,0.063624166,-0.004042858315338708,-0.527244562382934,-0.3731664120165052,0.8671814340218119,-0.9969657145848227,-0.5322250976940498,18825
Mike Zimmer,-0.0017210705498340861,1006,0.1540755467196819,0.15579662,0.006294819616502356,8680,0.5967741935483871,0.5904794,-0.04115712404009075,4433,0.33182946086171894,0.37298658,0.016884038816986746,346,0.10982658959537572,0.09294255,-0.004924834039108934,-0.18634629081923307,-0.27395875720634877,-1.2217564648276886,0.36751508305134717,-0.591597155995545,14465
Jay Rosburg,-0.008718639612197876,16,0.25,0.25871864,-0.0052707641213028955,135,0.5851851851851851,0.59045595,0.0021495934455625365,62,0.3870967741935484,0.38494718,-0.00926966778934002,7,0.0,0.009269668,-0.0052773695193195636,-0.48920798891033546,-0.6696997902624627,0.2814888437864676,-0.4103665566899521,-0.6153288262902071,220
Chip Kelly,-0.014182701148790361,534,0.12734082397003746,0.14152353,-0.008951678289078502,4396,0.6037306642402184,0.61268234,-0.007643876526446436,2235,0.38478747203579416,0.39243135,0.007919466676744258,185,0.05405405405405406,0.046134587,-0.00571469732189276,-0.7256979671725386,-0.7956500931931156,-0.05845813546341946,0.10088457514681609,-0.6447684708194764,7350
Gary Kubiak,-0.005092463289682381,1276,0.13557993730407525,0.1406724,0.013935362005260354,10778,0.5925960289478568,0.57866067,-0.0188855240189007,5655,0.36357206012378424,0.38245758,-0.012995082288980483,400,0.0475,0.060495082,-0.005759426898075803,-0.332263497355177,-0.012521357539921894,-0.4486736686477177,-0.5211704126525829,-0.6477795366950636,18109
Art Shell,-0.000778488169504904,127,0.1732283464566929,0.17400683,0.0018429554258350134,986,0.6095334685598377,0.6076905,0.03080492345910324,475,0.40210526315789474,0.37130034,-0.05569592863321304,16,0.0,0.05569593,-0.005956634479444924,-0.1455503947368847,-0.4262887540124193,1.27616110043847,-1.7912085327773095,-0.6610549814754401,1604
Jim Haslett,-0.005525576618482492,106,0.16981132075471697,0.1753369,-0.02848699070086147,785,0.5847133757961783,0.61320037,0.006309519161531052,398,0.3793969849246231,0.37308747,0.0029884465038776398,16,0.0625,0.059511553,-0.0061786504134838174,-0.3510090698614641,-1.4640923344301306,0.42588650723867194,-0.04577723900456752,-0.6760004529032366,1305
Adam Gase,-0.004296479214103727,647,0.13446676970633695,0.13876325,0.0018569121072404826,4911,0.6175931582162493,0.61573625,-0.019556253351135366,2579,0.36603334625823963,0.3855896,-0.0037189605481484367,170,0.07058823529411765,0.074307196,-0.006428695251536762,-0.2978125206467324,-0.42581119648980315,-0.4719557546743413,-0.2452735809410574,-0.6928327491929868,8307
Steve Wilks,0.011754813183725399,226,0.13716814159292035,0.12541333,-0.031590507619657426,1647,0.5689131754705525,0.6005037,0.004146480137253272,789,0.3700887198986058,0.36594224,-0.011243247047618588,54,0.07407407407407407,0.08531732,-0.006733115336574336,0.3969032626257472,-1.5702857630883633,0.3508039691388471,-0.4690661166681072,-0.7133254300569621,2716
Wade Phillips,-0.0069455035380869,447,0.12751677852348994,0.13446228,0.022249452177011242,3972,0.6135448136958711,0.59129536,-0.022392269530636,2162,0.3547641073080481,0.37715638,-0.021102256175265253,166,0.024096385542168676,0.04519864,-0.007047644266744228,-0.4124649089112884,0.2719629113115828,-0.5703984043256454,-0.7622995883849997,-0.7344986091777274,6747
Tony Sparano,-0.013745495845313094,602,0.12624584717607973,0.13999134,-0.00032416116175182363,4810,0.5862785862785863,0.58660275,0.0035128391558124084,2480,0.3850806451612903,0.3815678,-0.019655736115498423,156,0.03205128205128205,0.05170702,-0.007553138491687733,-0.7067752899620001,-0.5004412547911998,0.3288092789845494,-0.7192761878036876,-0.7685270203749428,8048
Aaron Kromer,-0.05446399713671485,43,0.09302325581395349,0.14748725,0.0473692187896142,416,0.7091346153846154,0.6617654,-0.0023132330597107065,271,0.39114391143911437,0.39345714,-0.021140301092104477,22,0.045454545454545456,0.06659485,-0.007637078124728958,-2.4691122293952046,1.1314891241481533,0.12657701031782875,-0.7634311466279738,-0.7741775940272716,752
Dennis Allen,-0.003770923038490692,714,0.15966386554621848,0.16343479,0.005062307875992711,5579,0.61086216167772,0.60579985,-0.007736381343507681,2959,0.3724231159175397,0.3801595,-0.024404871203596634,189,0.07936507936507936,0.10376995,-0.007712466927400574,-0.2750659304566441,-0.31613176641199003,-0.06166912535933098,-0.8605282499029507,-0.7792525504766004,9441
Jeff Saturday,-0.0018141257091307539,71,0.2676056338028169,0.26941976,-0.018457384873541205,518,0.5752895752895753,0.59374696,-0.04448492351700278,255,0.32941176470588235,0.3738967,0.032861724495887756,16,0.1875,0.15463828,-0.007973677400946746,-0.1903738099918994,-1.1209080506766722,-1.3372696979267775,0.8427344667607289,-0.7968364850978947,860
Mike Singletary,-0.003585759983506326,344,0.13372093023255813,0.13730669,0.038634773494272245,2451,0.6193390452876377,0.5807043,-0.04505233224581717,1299,0.33564280215550424,0.38069513,-0.027922787449576637,88,0.022727272727272728,0.05065006,-0.009481526546156973,-0.2670518906155914,0.832621511175712,-1.3569653608441878,-0.9651605492204592,-0.898340534411846,4182
Kyle Shanahan,0.000191057527788141,973,0.15621788283658788,0.15602683,-0.008197876031661888,9208,0.5727628149435273,0.5809607,-0.021399427249731595,4530,0.352317880794702,0.3737173,-0.008530078600522573,399,0.05513784461152882,0.06366792,-0.009484081088531979,-0.10358749967402381,-0.7698571465651842,-0.5359352635563697,-0.38836918325481995,-0.8985124988262113,15110
Chan Gailey,-0.005799220082509576,362,0.16022099447513813,0.16602021,0.009578260158746965,3006,0.6144377910844977,0.60485953,-0.009135628606586566,1601,0.37414116177389134,0.3832768,-0.03455313040405257,117,0.042735042735042736,0.07728817,-0.009977429733600437,-0.362852629167298,-0.161608859300306,-0.11023923193716968,-1.1623647974407572,-0.9317233046664852,5086
Todd Haley,0.011050840931780187,425,0.1952941176470588,0.18424328,-0.03047935943405289,3031,0.5565819861431871,0.58706135,-0.00801534913979085,1419,0.3713883016208598,0.37940365,-0.014580015053031262,93,0.043010752688172046,0.057590768,-0.010505970673773703,0.36643464849232377,-1.5322654659016162,-0.07135254297591735,-0.5683105796636054,-0.9673031541668208,4968
Leslie Frazier,-0.01063535284942091,442,0.13800904977375567,0.1486444,-0.009562135589634257,3519,0.594487070190395,0.6040492,0.0023618606315262136,1740,0.385632183908046,0.38327032,-0.026836717270151543,137,0.029197080291970802,0.056033798,-0.011168086269420124,-0.5721652302902395,-0.8165381874074095,0.2888569767228495,-0.9328578984045727,-1.0118748636680788,5838
Rex Ryan,-0.02004986394435987,1090,0.11559633027522936,0.1356462,-0.0375942144402579,8812,0.5435769405356332,0.58117115,0.0180987063486292,3978,0.4057315233785822,0.38763282,-0.005513651040605846,313,0.0670926517571885,0.0726063,-0.011264755769148604,-0.9796345659265734,-1.7757153542973354,0.8351080174408801,-0.2986525074586155,-1.0183823751779433,14193
Bobby Petrino,-0.0047128563577478605,110,0.11818181818181818,0.122894675,0.02961787011082484,789,0.632446134347275,0.60282826,-0.09037580644642867,432,0.2824074074074074,0.3727832,0.015050984919071198,16,0.0625,0.047449015,-0.012604951943570124,-0.3158337345349433,0.5240889942852334,-2.930215515043359,0.3129951255819232,-1.1086005107327999,1347
Romeo Crennel,-0.013476086163598605,613,0.13376835236541598,0.14724444,-0.002145356783029073,4906,0.5982470444353852,0.6003924,-0.009961889048290873,2512,0.3698248407643312,0.37978673,-0.02529275478148947,147,0.061224489795918366,0.086517245,-0.012719021694102006,-0.6951149729348938,-0.5627573343683727,-0.13892005109869898,-0.8869362976747941,-1.1162793568693634,8178
Steve Spagnuolo,-0.008056824679224805,509,0.15913555992141454,0.16719238,0.008634124758056805,3472,0.6163594470046083,0.6077253,-0.024291831654039864,1852,0.35205183585313177,0.37634367,-0.027286824648794922,69,0.043478260869565216,0.070765086,-0.012750339056000697,-0.4605639851661888,-0.19391445902482754,-0.6363352385217255,-0.9462453035257293,-1.1183875512180126,5902
Jason Garrett,-0.027577064740352153,1092,0.1282051282051282,0.1557822,0.012573870637760276,10253,0.6029454793718911,0.5903716,-0.013943241581022836,5302,0.36061863447755566,0.37456188,-0.023314689023372456,429,0.05128205128205128,0.07459674,-0.013065281176746792,-1.305419248382688,-0.05910767886067414,-0.27711915424594435,-0.8281032971138733,-1.139588545134944,17076
Mike Nolan,-0.011849068952891645,334,0.12275449101796407,0.13460356,0.002418269573802645,2272,0.6091549295774648,0.60673666,-0.02276719077185252,1145,0.3615720524017467,0.38433924,-0.022759069297192753,69,0.028985507246376812,0.051744577,-0.013739264862033567,-0.6246960616148954,-0.4066031574692643,-0.5834125192177574,-0.8115776707398004,-1.1849591801520227,3820
John Fox,-0.015377046198261024,1568,0.12181122448979592,0.13718827,-0.020991026842938076,13032,0.5707489257213014,0.59173995,-0.00175821220710487,6530,0.3773353751914242,0.3790936,-0.019221342121711886,495,0.050505050505050504,0.06972639,-0.014336906842503964,-0.7773904001539998,-1.207601996533115,0.1458426702732191,-0.7063561410482996,-1.225190712099668,21625
Mike McCoy,-0.02920443286646658,469,0.11940298507462686,0.14860742,0.009861899537339291,4490,0.6184855233853007,0.6086236,-0.018451293780810618,2403,0.3591344153141906,0.3775857,-0.032438824062838274,170,0.029411764705882353,0.06185059,-0.017558162793194047,-1.375853347667999,-0.1519035350171391,-0.43360084377976105,-1.0994796351815252,-1.4420363587018807,7532
Dick Jauron,0.0022942639274514676,462,0.1341991341991342,0.13190487,-0.0014097526222777157,3369,0.5562481448501039,0.5576579,-0.04447542474962718,1607,0.33229620410703176,0.37677163,-0.02742081448853573,107,0.018691588785046728,0.046112403,-0.01775293198324729,-0.012558650089088713,-0.5375870743023331,-1.336939980545179,-0.9502305220576616,-1.4551476580217118,5545
Lane Kiffin,0.005784285579912757,169,0.1893491124260355,0.18356483,-0.06530313798148568,1292,0.5170278637770898,0.582331,0.002848800411798025,532,0.37406015037593987,0.37121135,-0.016845276025501454,37,0.05405405405405406,0.07089933,-0.01837883200381909,0.13849293291337855,-2.7238350753309097,0.30575943395742755,-0.6356855390233169,-1.4972814396108942,2030
Brad Childress,-0.007617431563257393,604,0.1390728476821192,0.14669028,-0.023395304801035688,4998,0.5608243297318928,0.58421963,-0.03803487597204408,2396,0.34474123539232054,0.3827761,-0.008177055580781238,202,0.054455445544554455,0.0626325,-0.0193061669792796,-0.44154661727093314,-1.2898694777482178,-1.113378249319306,-0.37786932831661457,-1.5597069517244235,8200
Emmitt Thomas,0.01539592444896698,32,0.1875,0.17210408,0.027039442743573838,224,0.6339285714285714,0.6068891,-0.05381271461161169,123,0.34146341463414637,0.39527613,-0.06759729236364365,10,0.0,0.06759729,-0.01974365994567863,0.5544941532481537,0.4358626208389327,-1.6610522198265025,-2.1451871283598356,-1.5891577146054028,389
Jon Gruden,-0.014361024018256896,775,0.15612903225806452,0.17049006,0.0149680473180962,6554,0.6072627403112603,0.5922947,-0.06348148530812081,3428,0.3217619603267211,0.38524345,-0.02068301200866699,225,0.04,0.060683012,-0.020889368504237123,-0.7334159570307008,0.022814165663084758,-1.996670688125523,-0.7498301382732309,-1.6662835056016392,10982
David Culley,-0.0194485400404249,147,0.14285714285714285,0.16230568,0.007224157762437344,1058,0.6181474480151229,0.6109233,-0.047715208861928815,543,0.3388581952117864,0.3865734,-0.03036798344504449,31,0.06451612903225806,0.09488411,-0.022576893646240215,-0.953608673645205,-0.24215947700844695,-1.4493980598109075,-1.0378872605457008,-1.7798828240590123,1779
Jim Zorn,0.004917995506570544,262,0.15267175572519084,0.14775376,0.013998760910333696,2038,0.6005888125613347,0.58659005,-0.08276899649917735,1038,0.28034682080924855,0.36311582,-0.02967761882713863,56,0.05357142857142857,0.08324905,-0.023382464727352933,0.10099904320487735,-0.010352029233012592,-2.666170996533887,-1.0173539583610662,-1.8341115424973933,3394
Dennis Green,-0.04955135530135671,122,0.12295081967213115,0.17250217,-0.01402083112400343,1019,0.5937193326790972,0.60774016,-0.044438828541853714,535,0.32897196261682243,0.3734108,-0.013871100702972122,33,0.030303030303030304,0.04417413,-0.030470528917546494,-2.256488240248414,-0.9691019331599241,-1.335669667742858,-0.5472255585092143,-2.3112595512271064,1709
Eric Studesville,-0.029847000584457856,33,0.15151515151515152,0.18136215,-0.1061168838278087,261,0.5670498084291188,0.6731667,0.09783049457329362,121,0.5041322314049587,0.40630174,-0.18111677467823029,10,0.0,0.18111677,-0.054812541129300806,-1.4036643129439348,-4.120364149027157,3.6027256886682237,-5.5215621246325455,-3.9498935059508935,425
