coach_name,coach_id,transition_type,gene_type,coord_team,coord_years,coord_years_with_data,coord_era_gene,coord_era_gene_eradj,hc_team,hc_years,hc_years_with_data,hc_era_gene,hc_era_gene_eradj,gene_change,gene_change_eradj,years_gap
Rob Chudzinski,rob_chudzinski,OC->HC,shotgun,car,2011-2012,2,0.4467730224451605,0.9741281248930864,cle,2013-2013,1,0.2691220704428566,0.047307031404420996,-0.1776509520023039,-0.9268210934886654,1
Sean McVay,sean_mcvay,OC->HC,aggression,was,2014-2016,3,-0.007036016706057767,-0.01068489587693606,ram,2017-2025,8,0.009908329079854901,-0.0007836985608417578,0.016944345785912668,0.009901197316094302,1
Sean McVay,sean_mcvay,OC->HC,tempo,was,2014-2016,3,-0.487772955124459,-0.8665655648094064,ram,2017-2025,8,0.564289584428541,0.5573355130368027,1.052062539553,1.4239010778462091,1
Sean McVay,sean_mcvay,OC->HC,shotgun,was,2014-2016,3,-0.19730209015443154,-0.6073363555501973,ram,2017-2025,8,-0.6423816152033088,-1.191178273145027,-0.44507952504887727,-0.5838419175948296,1
Shane Steichen,shane_steichen,OC->HC,aggression,phi,2021-2022,2,0.019566181727008202,0.010332474105972225,clt,2023-2025,2,0.01281208058655415,-0.0016805766505716057,-0.006754101140454051,-0.012013050756543832,1
Shane Steichen,shane_steichen,OC->HC,tempo,phi,2021-2022,2,0.7102646691793659,0.6749194594173752,clt,2023-2025,2,0.5587641142502241,0.574240139974216,-0.15150055492914183,-0.10067931944315922,1
Shane Steichen,shane_steichen,OC->HC,shotgun,phi,2021-2022,2,1.986550245769161,1.4552734260642413,clt,2023-2025,2,2.0346069227507266,1.107792891444276,0.04805667698156557,-0.3474805346199652,1
Todd Haley,todd_haley,OC->HC,aggression,crd,2007-2008,2,0.0046750682836403,0.012925439962435985,kan,2009-2011,3,-0.01714536150193301,-0.011363499582504105,-0.02182042978557331,-0.02428893954494009,1
Todd Haley,todd_haley,OC->HC,tempo,crd,2007-2008,2,-0.5037574291749707,-0.15218304314437867,kan,2009-2011,3,0.7080964291455908,0.8783250618791633,1.2118538583205614,1.0305081050235418,1
Todd Haley,todd_haley,OC->HC,shotgun,crd,2007-2008,2,-0.8197565679753428,0.19177292135031182,kan,2009-2011,3,-0.8686931155237617,-0.14997482958301211,-0.04893654754841892,-0.34174775093332393,1
