offensive_coach,fourth_down_aggression,fourth_down_plays,actual_decision,predicted_go_rate,pass_heavy_aggression,run_pass_plays,actual_pass,predicted_pass_rate,deep_pass_aggression,pass_plays,actual_beyond,predicted_beyond_rate,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,composite_aggression_zscore,total_plays
Brian Callahan,0.001556396484375,128,0.203125,0.2015686,-0.14417519288904523,1088,0.6001838235294118,0.744359,-0.0032985596095814196,527,0.35294117647058826,0.35623974,-0.048639118671417216,-0.10863751070236548,-0.9718664451925658,-0.5306962267116485,-1.046931996395943,1743
Brian Daboll,0.0007416574445889834,473,0.2452431289640592,0.24450147,-0.12424288045269982,3434,0.6304601048340128,0.754703,-0.023290639065984442,1675,0.30268656716417913,0.3259772,-0.04893062069136509,-0.16884512242877436,-0.20222963230249116,-1.45756788969652,-1.0709705726820486,5582
Vic Fangio,-0.013776997070595903,387,0.17571059431524547,0.18948759,-0.15046649985074767,3137,0.6037615556263947,0.75422806,0.01717922550555534,1597,0.3544145272385723,0.3372353,-0.04902142380526275,-1.241745120039921,-1.2147896611706908,0.4186936946971868,-1.078458608548267,5121
Doug Marrone,-0.006335771509579258,847,0.14285714285714285,0.14919291,-0.12525590559370825,6635,0.6218538055764883,0.7471097,-0.015839034706596422,3444,0.34959349593495936,0.36543253,-0.04914357060329464,-0.6918531945664746,-0.24134508583519707,-1.1120970276207276,-1.0885313865108974,10926
Kyle Shanahan,-0.003296767865888617,973,0.15621788283658788,0.15951465,-0.1439676142766625,9233,0.5733781002924293,0.7173457,-0.0010496564653535434,4530,0.352317880794702,0.35336754,-0.04943801286930155,-0.46727680571131,-0.9638513118672881,-0.42643270566432717,-1.1128124287984489,14736
Tony Sparano,-7.998847098267259e-05,511,0.12915851272015655,0.1292385,-0.16097479791403668,4215,0.5679715302491103,0.7289463,0.011024634560727664,2093,0.3927376970855232,0.38171306,-0.05001005060809723,-0.22956313868379594,-1.620541530461154,0.13335489557606642,-1.1599852505340593,6819
Nick Saban,-0.01938345818452432,142,0.11267605633802817,0.13205951,-0.11686953135899136,1050,0.6285714285714286,0.74544096,-0.014307461781044528,584,0.3613013698630137,0.37560883,-0.05018681710818673,-1.6560515634813284,0.08247395715459709,-1.0410903298140004,-1.1745622164089071,1776
Jim Zorn,0.005497799688623156,262,0.15267175572519084,0.14717396,-0.10858662519193296,2041,0.600685938265556,0.70927256,-0.04804455234825267,1038,0.28034682080924855,0.32839137,-0.05037779261718749,0.18262442985828584,0.40229783731103297,-2.6052074246109775,-1.1903109214872238,3341
Joe Gibbs,-0.012314705589737351,267,0.13108614232209737,0.14340085,-0.1517045026081698,2159,0.5474756831866605,0.6991802,0.010950426279752734,1039,0.39268527430221367,0.38173485,-0.05102292730605148,-1.1336846572278156,-1.2625920674200581,0.12991445542853325,-1.243511648658319,3465
Jon Gruden,-0.0073844235986003925,638,0.15673981191222572,0.16412424,-0.11787826399255996,5377,0.6146550120885252,0.7325333,-0.030044011216764532,2833,0.32439110483586303,0.35443512,-0.05176889960264163,-0.7693465203170786,0.04352424815132536,-1.7706673494000216,-1.3050279014860369,8848
Todd Haley,0.019908660224505825,448,0.18973214285714285,0.16982348,-0.17540970273274437,3234,0.5547309833024119,0.7301407,3.1823765719862784e-06,1515,0.3716171617161716,0.37161398,-0.051832620043888854,1.2475586645252914,-2.1779095816855563,-0.377621050508663,-1.3102825775537348,5197
John Fox,-0.006255330175769569,1568,0.12181122448979592,0.12806655,-0.15612729069393594,13057,0.5707283449490694,0.72685564,0.006601577641222767,6530,0.3773353751914242,0.3707338,-0.051927014409494245,-0.6859087382973358,-1.4333670609030194,-0.07170662048074546,-1.3180667642944974,21155
David Culley,-0.030674612947872715,147,0.14285714285714285,0.17353176,-0.12147937518245766,1060,0.6179245283018868,0.7394039,-0.010636351440053815,543,0.3388581952117864,0.34949455,-0.0542634465234614,-2.490445680784237,-0.09552372974419934,-0.870890518725053,-1.510739534174274,1750
Bobby Petrino,0.0087968564369309,142,0.13380281690140844,0.12500596,-0.1075293411164594,1014,0.6331360946745562,0.74066544,-0.06622405320674452,555,0.2954954954954955,0.36171955,-0.05498551262875767,0.4264182313897179,0.44312223983660864,-3.4480444206168404,-1.5702843742370616,1711
Eric Mangini,0.00019078284358520214,623,0.1476725521669342,0.14748177,-0.1566287600681946,5079,0.563299862177594,0.7199286,-0.0136049280282457,2470,0.3680161943319838,0.38162112,-0.05668096841761836,-0.2095536713843848,-1.452730057153402,-1.00851949949194,-1.7100993344474071,8172
Rex Ryan,-0.007416739666646341,1099,0.1164695177434031,0.12388626,-0.18326266725884843,8898,0.5445043830074174,0.72776705,0.016679856494109968,4009,0.4063357445747069,0.3896559,-0.05799985014379494,-0.7717346141513273,-2.4811323316254374,0.39554197668351904,-1.8188602925797581,14006
Romeo Crennel,-0.002966181431365067,513,0.13255360623781676,0.13551979,-0.15834377373248276,3976,0.5822434607645876,0.74058723,-0.015337768079281555,1999,0.3581790895447724,0.37351686,-0.058882574414376464,-0.4428471187565283,-1.5189510565914224,-1.08885733244688,-1.8916537323019442,6488
Dick Jauron,0.0006660282669491702,517,0.12959381044487428,0.12892778,-0.15991099516339902,3770,0.5554376657824933,0.71534866,-0.022718033813269478,1787,0.3391158365976497,0.36183387,-0.06065433356990644,-0.17443396982673556,-1.5794654254603342,-1.43102079718545,-2.0377610135771462,6074
Brad Childress,0.0015491801591319965,655,0.13435114503816795,0.13280196,-0.1661092312555127,5385,0.5615598885793872,0.7276691,-0.01935619236524233,2568,0.3442367601246106,0.36359295,-0.06130541448720767,-0.109170782936916,-1.8187949406236663,-1.2751592931123255,-2.091452093665621,8608
