year,child_id,child_name,child_role,parent_id,parent_name,parent_role,team,relationship_type,parent_aggression,parent_fourth_down,parent_pass_heavy,parent_deep_pass,parent_two_point,parent_seasons,child_aggression,child_fourth_down,child_pass_heavy,child_deep_pass,child_two_point,child_seasons
2016,dennis_allen,Dennis Allen,Defensive Coordinator,sean_payton,Sean Payton,Head Coach,nor,coordinator_to_hc,0.005341193759723847,0.009887667154358699,0.05048035606109442,-0.029833814780408037,-0.009169433396149606,17,-0.008580920438430666,0.0037765273032839834,0.006499258239402982,-0.003901205105098917,-0.04069826219131075,6
1992,dick_jauron,Dick Jauron,Defensive Backs,mike_holmgren,Mike Holmgren,Head Coach,gnb,position_to_hc,-0.0014719591876643668,-0.02445966501324137,0.000326638941496001,0.0316109946168128,-0.013365805295724668,3,-0.02318997140832735,-0.002486194676986875,-0.026719562599240774,-0.03779771798477127,-0.025756410372310426,4
1995,dick_jauron,Dick Jauron,Defensive Coordinator,tom_coughlin,Tom Coughlin,Head Coach,jax,coordinator_to_hc,-0.0013094089427875299,-0.01100883557899762,0.00994903831850901,0.027505310970668863,-0.03168314948133033,10,-0.02318997140832735,-0.002486194676986875,-0.026719562599240774,-0.03779771798477127,-0.025756410372310426,4
2010,dick_jauron,Dick Jauron,Defensive Backs/Assistant Head Coach,sean_mcdermott,Sean McDermott,Defensive Coordinator,phi,position_to_coordinator,0.02644971759636356,0.02836017883311355,0.05072947450340276,0.01964469278481666,0.007064524264121275,8,-0.02318997140832735,-0.002486194676986875,-0.026719562599240774,-0.03779771798477127,-0.025756410372310426,4
2010,dick_jauron,Dick Jauron,Defensive Backs/Assistant Head Coach,andy_reid,Andy Reid,Head Coach,phi,position_to_hc,0.008568361155031137,-0.013683937525909433,0.08314618200902871,-0.021143693941084632,-0.014045105921910021,19,-0.02318997140832735,-0.002486194676986875,-0.026719562599240774,-0.03779771798477127,-0.025756410372310426,4
2011,dick_jauron,Dick Jauron,Defensive Coordinator,pat_shurmur,Pat Shurmur,Head Coach,cle,coordinator_to_hc,0.0009718555941301596,-0.010176812179545438,0.04669205040678896,-0.04062643246028692,0.00799861660956398,5,-0.02318997140832735,-0.002486194676986875,-0.026719562599240774,-0.03779771798477127,-0.025756410372310426,4
2007,dirk_koetter,Dirk Koetter,Offensive Coordinator,jack_del_rio,Jack Del Rio,Head Coach,jax,coordinator_to_hc,-0.002741651415875089,0.0016029970754347668,-0.009256015410251178,0.009144786613952833,-0.012458373942636656,9,0.03660606957389433,-0.020435679694174733,0.0448851025610467,0.11004905453882537,0.0119258008898801,3
2012,dirk_koetter,Dirk Koetter,Offensive Coordinator,mike_smith,Mike Smith,Head Coach,atl,coordinator_to_hc,0.005888386340448157,-0.010073945517231443,0.033931296013021243,0.013623256914404141,-0.013927062048401159,7,0.03660606957389433,-0.020435679694174733,0.0448851025610467,0.11004905453882537,0.0119258008898801,3
2015,dirk_koetter,Dirk Koetter,Offensive Coordinator,lovie_smith,Lovie Smith,Head Coach,tam,coordinator_to_hc,0.0016874592323868503,-0.01722924836595257,0.009006740775741682,0.02354626526260912,-0.008573920742850748,10,0.03660606957389433,-0.020435679694174733,0.0448851025610467,0.11004905453882537,0.0119258008898801,3
2019,dirk_koetter,Dirk Koetter,Offensive Coordinator,dan_quinn,Dan Quinn,Head Coach,atl,coordinator_to_hc,0.01986873711172047,0.009568057016600972,0.04486261048699873,0.01480983791444483,0.010234443028837316,7,0.03660606957389433,-0.020435679694174733,0.0448851025610467,0.11004905453882537,0.0119258008898801,3
2002,doug_marrone,Doug Marrone,Offensive Line,herm_edwards,Herm Edwards,Head Coach,nyj,position_to_hc,-1.6113860022966362e-05,0.0010005044577122008,-0.006950655563509133,0.0041273391202017,0.0017583565455033003,3,0.008672248259083443,-0.004784795065349086,0.028011683774566483,-0.017729240279920858,0.029191344607037296,7
2006,doug_marrone,Doug Marrone,Offensive Coordinator,sean_payton,Sean Payton,Head Coach,nor,coordinator_to_hc,0.005341193759723847,0.009887667154358699,0.05048035606109442,-0.029833814780408037,-0.009169433396149606,17,0.008672248259083443,-0.004784795065349086,0.028011683774566483,-0.017729240279920858,0.029191344607037296,7
2015,doug_marrone,Doug Marrone,Asst. Head Coach/Offensive Line,gus_bradley,Gus Bradley,Head Coach,jax,position_to_hc,0.008458362111249298,-0.0047419800987989,0.030291399542310825,0.004339858882738076,0.003944170118747225,4,0.008672248259083443,-0.004784795065349086,0.028011683774566483,-0.017729240279920858,0.029191344607037296,7
2022,doug_marrone,Doug Marrone,Offensive Line,dennis_allen,Dennis Allen,Head Coach,nor,position_to_hc,-0.008580920438430666,0.0037765273032839834,0.006499258239402982,-0.003901205105098917,-0.04069826219131075,6,0.008672248259083443,-0.004784795065349086,0.028011683774566483,-0.017729240279920858,0.029191344607037296,7
2025,doug_marrone,Doug Marrone,Offensive Line,josh_mcdaniels,Josh McDaniels,Offensive Coordinator,nwe,position_to_coordinator,0.0107907756604121,-0.006283342886321575,0.023455635768959576,0.020896241014663648,0.00509456874434675,4,0.008672248259083443,-0.004784795065349086,0.028011683774566483,-0.017729240279920858,0.029191344607037296,7
2025,doug_marrone,Doug Marrone,Offensive Line,mike_vrabel,Mike Vrabel,Head Coach,nwe,position_to_hc,-0.0029070640384788204,0.012956487121231765,-0.03543503778353615,0.0125269840989396,-0.0016766895905505168,6,0.008672248259083443,-0.004784795065349086,0.028011683774566483,-0.017729240279920858,0.029191344607037296,7
2011,doug_pederson,Doug Pederson,Quarterbacks,andy_reid,Andy Reid,Head Coach,phi,position_to_hc,0.008568361155031137,-0.013683937525909433,0.08314618200902871,-0.021143693941084632,-0.014045105921910021,19,0.043430754918835565,0.03487774484121956,0.04182692546260905,0.0005009191745887003,0.09651743019692499,8
2013,doug_pederson,Doug Pederson,Offensive Coordinator,andy_reid,Andy Reid,Head Coach,kan,coordinator_to_hc,0.008568361155031137,-0.013683937525909433,0.08314618200902871,-0.021143693941084632,-0.014045105921910021,19,0.043430754918835565,0.03487774484121956,0.04182692546260905,0.0005009191745887003,0.09651743019692499,8
1986,emmitt_thomas,Emmitt Thomas,Wide Receivers,joe_gibbs,Joe Gibbs,Head Coach,was,position_to_hc,-0.00850596049305815,-0.01843565851701815,-0.0546999352166729,0.0028059439758187,0.03630580778563975,2,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
1994,emmitt_thomas,Emmitt Thomas,Secondary,norv_turner,Norv Turner,Head Coach,was,position_to_hc,0.0014305406977153,-0.009302327913007733,0.004801673140174834,0.028367621672402216,-0.018144804108707998,6,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2000,emmitt_thomas,Emmitt Thomas,Defensive Coordinator,dennis_green,Dennis Green,Head Coach,min,coordinator_to_hc,-0.025833635868664,-0.0440622294535402,-0.009239763752635,-0.0285998180647876,-0.0214327322036931,1,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2002,emmitt_thomas,Emmitt Thomas,Secondary,wade_phillips,Wade Phillips,Defensive Coordinator,atl,position_to_coordinator,-0.0034105205697354197,-0.0104318378228136,0.027156679730877643,-0.015070138631234159,-0.015296785555771481,5,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2007,emmitt_thomas,Emmitt Thomas,Defensive Backs/Interim Head Coach,hue_jackson,Hue Jackson,Offensive Coordinator,atl,position_to_coordinator,0.016155561575735375,-0.003962615129301839,0.012207695389206075,0.023630773436265726,0.032746392606771424,4,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2007,emmitt_thomas,Emmitt Thomas,Defensive Backs/Interim Head Coach,bobby_petrino,Bobby Petrino,Head Coach,atl,position_to_hc,-0.0128890025348601,-0.0074724023992365,0.0162049772923739,-0.0815490738109306,0.0212604887783527,1,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2008,emmitt_thomas,Emmitt Thomas,Asst. Head Coach/Secondary,mike_smith,Mike Smith,Head Coach,atl,position_to_hc,0.005888386340448157,-0.010073945517231443,0.033931296013021243,0.013623256914404141,-0.013927062048401159,7,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2010,emmitt_thomas,Emmitt Thomas,Defensive Backs,romeo_crennel,Romeo Crennel,Defensive Coordinator,kan,position_to_coordinator,-0.014700134126963684,-0.0156714232851935,-0.003744937890917434,-0.006234233218179566,-0.03314994211356432,6,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2010,emmitt_thomas,Emmitt Thomas,Defensive Backs,todd_haley,Todd Haley,Head Coach,kan,position_to_hc,-0.012252133507056166,0.010167407167139033,-0.04110308630200473,-0.002263097540540334,-0.015809757352818834,3,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2012,emmitt_thomas,Emmitt Thomas,Defensive Backs,romeo_crennel,Romeo Crennel,Head Coach,kan,position_to_hc,-0.014700134126963684,-0.0156714232851935,-0.003744937890917434,-0.006234233218179566,-0.03314994211356432,6,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2013,emmitt_thomas,Emmitt Thomas,Defensive Backs,andy_reid,Andy Reid,Head Coach,kan,position_to_hc,0.008568361155031137,-0.013683937525909433,0.08314618200902871,-0.021143693941084632,-0.014045105921910021,19,-0.0192415960528968,0.0097133219242095,0.0077378494398934,-0.0455563984266141,-0.0488611571490764,1
2000,eric_mangini,Eric Mangini,Defensive Backs,bill_belichick,Bill Belichick,Head Coach,nwe,position_to_hc,0.004659168034026228,-0.0035172808318392557,0.046579340605060256,-0.017860727998238027,-0.0065646596388779415,18,-0.0115216504418782,-0.01278322720254206,-0.02645786026733536,-0.014689727504144278,0.00784421320650874,5
2001,eric_mangini,Eric Mangini,Defensive Backs,romeo_crennel,Romeo Crennel,Defensive Coordinator,nwe,position_to_coordinator,-0.014700134126963684,-0.0156714232851935,-0.003744937890917434,-0.006234233218179566,-0.03314994211356432,6,-0.0115216504418782,-0.01278322720254206,-0.02645786026733536,-0.014689727504144278,0.00784421320650874,5
2005,eric_mangini,Eric Mangini,Defensive Coordinator,bill_belichick,Bill Belichick,Head Coach,nwe,coordinator_to_hc,0.004659168034026228,-0.0035172808318392557,0.046579340605060256,-0.017860727998238027,-0.0065646596388779415,18,-0.0115216504418782,-0.01278322720254206,-0.02645786026733536,-0.014689727504144278,0.00784421320650874,5
2014,eric_mangini,Eric Mangini,Tight Ends,jim_harbaugh,Jim Harbaugh,Head Coach,sfo,position_to_hc,0.0045075320242734,-0.01013376712653514,0.00970518835344614,0.027654279859259823,-0.00919557298907704,5,-0.0115216504418782,-0.01278322720254206,-0.02645786026733536,-0.014689727504144278,0.00784421320650874,5
2015,eric_mangini,Eric Mangini,Defensive Coordinator,jim_tomsula,Jim Tomsula,Head Coach,sfo,coordinator_to_hc,0.02724888339573225,0.0241743534135811,0.0310809874029251,0.05716764249158621,-0.00342744972516335,2,-0.0115216504418782,-0.01278322720254206,-0.02645786026733536,-0.014689727504144278,0.00784421320650874,5
2001,eric_studesville,Eric Studesville,Running Backs,sean_payton,Sean Payton,Offensive Coordinator,nyg,position_to_coordinator,0.005341193759723847,0.009887667154358699,0.05048035606109442,-0.029833814780408037,-0.009169433396149606,17,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2004,eric_studesville,Eric Studesville,Running Backs,mike_mularkey,Mike Mularkey,Head Coach,buf,position_to_hc,0.011328040393100867,-0.008867259887631667,0.004071011295315,0.024808189070540537,0.02530022109417977,3,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2006,eric_studesville,Eric Studesville,Running Backs,dick_jauron,Dick Jauron,Head Coach,buf,position_to_hc,-0.02318997140832735,-0.002486194676986875,-0.026719562599240774,-0.03779771798477127,-0.025756410372310426,4,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2010,eric_studesville,Eric Studesville,Interim Head Coach,mike_mccoy,Mike McCoy,Offensive Coordinator,den,position_to_coordinator,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2010,eric_studesville,Eric Studesville,Interim Head Coach,josh_mcdaniels,Josh McDaniels,Head Coach,den,position_to_hc,0.0107907756604121,-0.006283342886321575,0.023455635768959576,0.020896241014663648,0.00509456874434675,4,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2011,eric_studesville,Eric Studesville,Running Backs,john_fox,John Fox,Head Coach,den,position_to_hc,-0.014061207496792209,-0.013442944897526975,-0.02469956385631318,0.003296115655254475,-0.021398436888583273,12,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2013,eric_studesville,Eric Studesville,Running Backs,adam_gase,Adam Gase,Offensive Coordinator,den,position_to_coordinator,-0.00647030230221766,-0.00293284809850368,-2.6703910106900404e-05,-0.00852065882406002,-0.014400998376200097,5,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2015,eric_studesville,Eric Studesville,Running Backs,gary_kubiak,Gary Kubiak,Head Coach,den,position_to_hc,-0.0039962852641898,-0.0036788607684878198,0.012898930641472831,-0.01217083866382789,-0.01303437226591626,10,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2017,eric_studesville,Eric Studesville,Asst Head Coach/RB,vance_joseph,Vance Joseph,Head Coach,den,position_to_hc,0.0016256299469136503,0.005791697537424751,0.0058504882931038,-0.023855909461336,0.018716243418462,2,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2018,eric_studesville,Eric Studesville,Running Backs/RGC,adam_gase,Adam Gase,Head Coach,mia,position_to_hc,-0.00647030230221766,-0.00293284809850368,-2.6703910106900404e-05,-0.00852065882406002,-0.014400998376200097,5,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2019,eric_studesville,Eric Studesville,Running Backs,brian_flores,Brian Flores,Head Coach,mia,position_to_hc,0.022409154158553466,0.015617472656051434,0.07116457369829687,0.004050071803364801,-0.0011955015234990998,3,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2020,eric_studesville,Eric Studesville,Running Backs,chan_gailey,Chan Gailey,Offensive Coordinator,mia,position_to_coordinator,-0.006309327303056133,0.0018458763246375666,0.004411948123947899,-0.007423752404438467,-0.024071381256371534,3,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2021,eric_studesville,Eric Studesville,Offensive Coordinator,brian_flores,Brian Flores,Head Coach,mia,coordinator_to_hc,0.022409154158553466,0.015617472656051434,0.07116457369829687,0.004050071803364801,-0.0011955015234990998,3,-0.0439470204433896,-0.0243279979084477,-0.0964161682859691,0.1049311661030635,-0.1599750816822052,1
2012,frank_reich,Frank Reich,Wide Receivers,ken_whisenhunt,Ken Whisenhunt,Head Coach,crd,position_to_hc,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8,0.0044064030686503,0.02020872743804655,0.021891331724386134,-0.0254571962167312,0.0009827493288996996,6
2013,frank_reich,Frank Reich,Quarterbacks,ken_whisenhunt,Ken Whisenhunt,Offensive Coordinator,sdg,position_to_coordinator,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8,0.0044064030686503,0.02020872743804655,0.021891331724386134,-0.0254571962167312,0.0009827493288996996,6
2013,frank_reich,Frank Reich,Quarterbacks,mike_mccoy,Mike McCoy,Head Coach,sdg,position_to_hc,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4,0.0044064030686503,0.02020872743804655,0.021891331724386134,-0.0254571962167312,0.0009827493288996996,6
2014,frank_reich,Frank Reich,Offensive Coordinator,mike_mccoy,Mike McCoy,Head Coach,sdg,coordinator_to_hc,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4,0.0044064030686503,0.02020872743804655,0.021891331724386134,-0.0254571962167312,0.0009827493288996996,6
2016,frank_reich,Frank Reich,Offensive Coordinator,doug_pederson,Doug Pederson,Head Coach,phi,coordinator_to_hc,0.043430754918835565,0.03487774484121956,0.04182692546260905,0.0005009191745887003,0.09651743019692499,8,0.0044064030686503,0.02020872743804655,0.021891331724386134,-0.0254571962167312,0.0009827493288996996,6
2006,freddie_kitchens,Freddie Kitchens,Tight Ends,bill_parcells,Bill Parcells,Head Coach,dal,position_to_hc,0.0182480685733467,0.0210419523495214,0.0042783999034582,0.034513027379007,0.0131588946614,1,0.028807016025889,0.0477273815967997,0.0343052220715622,0.0326986898368075,0.0004967705983864,1
2007,freddie_kitchens,Freddie Kitchens,Tight Ends,todd_haley,Todd Haley,Offensive Coordinator,crd,position_to_coordinator,-0.012252133507056166,0.010167407167139033,-0.04110308630200473,-0.002263097540540334,-0.015809757352818834,3,0.028807016025889,0.0477273815967997,0.0343052220715622,0.0326986898368075,0.0004967705983864,1
2007,freddie_kitchens,Freddie Kitchens,Tight Ends,ken_whisenhunt,Ken Whisenhunt,Head Coach,crd,position_to_hc,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8,0.028807016025889,0.0477273815967997,0.0343052220715622,0.0326986898368075,0.0004967705983864,1
2013,freddie_kitchens,Freddie Kitchens,Quarterbacks,bruce_arians,Bruce Arians,Head Coach,crd,position_to_hc,0.031112446327747838,-0.008184018985512275,0.06086120186993195,0.066446600056974,0.0053260023695978,8,0.028807016025889,0.0477273815967997,0.0343052220715622,0.0326986898368075,0.0004967705983864,1
2018,freddie_kitchens,Freddie Kitchens,Offensive Coordinator,hue_jackson,Hue Jackson,Head Coach,cle,coordinator_to_hc,0.016155561575735375,-0.003962615129301839,0.012207695389206075,0.023630773436265726,0.032746392606771424,4,0.028807016025889,0.0477273815967997,0.0343052220715622,0.0326986898368075,0.0004967705983864,1
2020,freddie_kitchens,Freddie Kitchens,Tight Ends,jason_garrett,Jason Garrett,Offensive Coordinator,nyg,position_to_coordinator,-0.00780388667202535,-0.025971769004268463,0.020749010418518617,-0.004872054492666941,-0.02112073360968455,10,0.028807016025889,0.0477273815967997,0.0343052220715622,0.0326986898368075,0.0004967705983864,1
2020,freddie_kitchens,Freddie Kitchens,Tight Ends,joe_judge,Joe Judge,Head Coach,nyg,position_to_hc,0.013625624361520951,0.0155982637599831,0.0261030488715107,-0.02227240078045485,0.03507358559504495,2,0.028807016025889,0.0477273815967997,0.0343052220715622,0.0326986898368075,0.0004967705983864,1
2021,freddie_kitchens,Freddie Kitchens,Offensive Coordinator,joe_judge,Joe Judge,Head Coach,nyg,coordinator_to_hc,0.013625624361520951,0.0155982637599831,0.0261030488715107,-0.02227240078045485,0.03507358559504495,2,0.028807016025889,0.0477273815967997,0.0343052220715622,0.0326986898368075,0.0004967705983864,1
1994,gary_kubiak,Gary Kubiak,Quarterbacks,mike_shanahan,Mike Shanahan,Offensive Coordinator,sfo,position_to_coordinator,-0.0012391654194386429,-0.003905492795525057,0.001404131308057572,0.015133389676876085,-0.017588689867163186,7,-0.0039962852641898,-0.0036788607684878198,0.012898930641472831,-0.01217083866382789,-0.01303437226591626,10
1995,gary_kubiak,Gary Kubiak,Offensive Coordinator,mike_shanahan,Mike Shanahan,Head Coach,den,coordinator_to_hc,-0.0012391654194386429,-0.003905492795525057,0.001404131308057572,0.015133389676876085,-0.017588689867163186,7,-0.0039962852641898,-0.0036788607684878198,0.012898930641472831,-0.01217083866382789,-0.01303437226591626,10
2014,gary_kubiak,Gary Kubiak,Offensive Coordinator,john_harbaugh,John Harbaugh,Head Coach,rav,coordinator_to_hc,0.005808746178396817,0.006412454937767152,0.006065131458347612,0.004361387048462334,0.006396011269010276,17,-0.0039962852641898,-0.0036788607684878198,0.012898930641472831,-0.01217083866382789,-0.01303437226591626,10
2020,gary_kubiak,Gary Kubiak,Offensive Coordinator,mike_zimmer,Mike Zimmer,Head Coach,min,coordinator_to_hc,-0.001707996920936,0.00018895855314779962,0.014538936429496538,-0.033792253463437665,0.012232370797049374,8,-0.0039962852641898,-0.0036788607684878198,0.012898930641472831,-0.01217083866382789,-0.01303437226591626,10
2010,giff_smith,Giff Smith,Defensive Line,chan_gailey,Chan Gailey,Head Coach,buf,position_to_hc,-0.006309327303056133,0.0018458763246375666,0.004411948123947899,-0.007423752404438467,-0.024071381256371534,3,-0.0011732718843694,-0.0290357352330766,0.0389837808565262,0.0170400058611845,-0.0316811390221118,1
2014,giff_smith,Giff Smith,Defensive Line,ken_whisenhunt,Ken Whisenhunt,Head Coach,oti,position_to_hc,0.006486169837370325,-0.009433818204330575,0.043244682108659324,0.004144807560371525,-0.012010992115218912,8,-0.0011732718843694,-0.0290357352330766,0.0389837808565262,0.0170400058611845,-0.0316811390221118,1
2016,giff_smith,Giff Smith,Defensive Line,mike_mccoy,Mike McCoy,Head Coach,sdg,position_to_hc,-0.011283616132763526,-0.0251420122216928,0.024097950086899973,-0.010004945684178502,-0.0340854567120827,4,-0.0011732718843694,-0.0290357352330766,0.0389837808565262,0.0170400058611845,-0.0316811390221118,1
2017,giff_smith,Giff Smith,Defensive Line,gus_bradley,Gus Bradley,Defensive Coordinator,sdg,position_to_coordinator,0.008458362111249298,-0.0047419800987989,0.030291399542310825,0.004339858882738076,0.003944170118747225,4,-0.0011732718843694,-0.0290357352330766,0.0389837808565262,0.0170400058611845,-0.0316811390221118,1
2017,giff_smith,Giff Smith,Defensive Line,anthony_lynn,Anthony Lynn,Head Coach,sdg,position_to_hc,0.01684287199385284,0.04028429213189226,0.0185923716006632,0.02907914548731456,-0.020584321244458498,5,-0.0011732718843694,-0.0290357352330766,0.0389837808565262,0.0170400058611845,-0.0316811390221118,1
2021,giff_smith,Giff Smith,Defensive Line,brandon_staley,Brandon Staley,Head Coach,sdg,position_to_hc,0.039133406741410866,0.05904934198285877,0.087269449330495,-0.0180064311363383,0.028221266788628133,3,-0.0011732718843694,-0.0290357352330766,0.0389837808565262,0.0170400058611845,-0.0316811390221118,1
2024,giff_smith,Giff Smith,Defensive Line/RGC,sean_mcvay,Sean McVay,Head Coach,ram,position_to_hc,0.011279884349732474,0.0035515109048034504,0.040144324962959325,0.0027081450667686257,-0.0012844435356014496,8,-0.0011732718843694,-0.0290357352330766,0.0389837808565262,0.0170400058611845,-0.0316811390221118,1
1994,gregg_williams,Gregg Williams,Linebackers,jeff_fisher,Jeff Fisher,Defensive Coordinator,oti,position_to_coordinator,-0.0043169498484684704,-0.0006981287554673201,-0.02763862446033858,0.009462521365554848,0.001606432456377,10,0.0572271705296991,0.053288863102595,0.0487156550089518,0.0623434564977322,0.0645607075095176,1
1995,gregg_williams,Gregg Williams,Linebackers,jeff_fisher,Jeff Fisher,Head Coach,oti,position_to_hc,-0.0043169498484684704,-0.0006981287554673201,-0.02763862446033858,0.009462521365554848,0.001606432456377,10,0.0572271705296991,0.053288863102595,0.0487156550089518,0.0623434564977322,0.0645607075095176,1
1997,gregg_williams,Gregg Williams,Defensive Coordinator,jeff_fisher,Jeff Fisher,Head Coach,oti,coordinator_to_hc,-0.0043169498484684704,-0.0006981287554673201,-0.02763862446033858,0.009462521365554848,0.001606432456377,10,0.0572271705296991,0.053288863102595,0.0487156550089518,0.0623434564977322,0.0645607075095176,1
2004,gregg_williams,Gregg Williams,Defensive Coordinator,joe_gibbs,Joe Gibbs,Head Coach,was,coordinator_to_hc,-0.00850596049305815,-0.01843565851701815,-0.0546999352166729,0.0028059439758187,0.03630580778563975,2,0.0572271705296991,0.053288863102595,0.0487156550089518,0.0623434564977322,0.0645607075095176,1
2008,gregg_williams,Gregg Williams,Defensive Coordinator,jack_del_rio,Jack Del Rio,Head Coach,jax,coordinator_to_hc,-0.002741651415875089,0.0016029970754347668,-0.009256015410251178,0.009144786613952833,-0.012458373942636656,9,0.0572271705296991,0.053288863102595,0.0487156550089518,0.0623434564977322,0.0645607075095176,1
2009,gregg_williams,Gregg Williams,Defensive Coordinator,sean_payton,Sean Payton,Head Coach,nor,coordinator_to_hc,0.005341193759723847,0.009887667154358699,0.05048035606109442,-0.029833814780408037,-0.009169433396149606,17,0.0572271705296991,0.053288863102595,0.0487156550089518,0.0623434564977322,0.0645607075095176,1
2017,gregg_williams,Gregg Williams,Defensive Coordinator,hue_jackson,Hue Jackson,Head Coach,cle,coordinator_to_hc,0.016155561575735375,-0.003962615129301839,0.012207695389206075,0.023630773436265726,0.032746392606771424,4,0.0572271705296991,0.053288863102595,0.0487156550089518,0.0623434564977322,0.0645607075095176,1
2019,gregg_williams,Gregg Williams,Defensive Coordinator,adam_gase,Adam Gase,Head Coach,nyj,coordinator_to_hc,-0.00647030230221766,-0.00293284809850368,-2.6703910106900404e-05,-0.00852065882406002,-0.014400998376200097,5,0.0572271705296991,0.053288863102595,0.0487156550089518,0.0623434564977322,0.0645607075095176,1
2007,gus_bradley,Gus Bradley,Linebackers Coach,jon_gruden,Jon Gruden,Head Coach,tam,position_to_hc,-0.0152724226048563,-0.011340200320770271,0.021874390714598572,-0.05066816976171135,-0.020955711051542116,7,0.008458362111249298,-0.0047419800987989,0.030291399542310825,0.004339858882738076,0.003944170118747225,4
2010,gus_bradley,Gus Bradley,Defensive Coordinator,pete_carroll,Pete Carroll,Head Coach,sea,coordinator_to_hc,0.005055763750662821,-0.007248541389356324,0.023080993976403914,0.00810140116531915,-0.0037107987497154433,14,0.008458362111249298,-0.0047419800987989,0.030291399542310825,0.004339858882738076,0.003944170118747225,4
2017,gus_bradley,Gus Bradley,Defensive Coordinator,anthony_lynn,Anthony Lynn,Head Coach,sdg,coordinator_to_hc,0.01684287199385284,0.04028429213189226,0.0185923716006632,0.02907914548731456,-0.020584321244458498,5,0.008458362111249298,-0.0047419800987989,0.030291399542310825,0.004339858882738076,0.003944170118747225,4
2021,gus_bradley,Gus Bradley,Defensive Coordinator,jon_gruden,Jon Gruden,Head Coach,rai,coordinator_to_hc,-0.0152724226048563,-0.011340200320770271,0.021874390714598572,-0.05066816976171135,-0.020955711051542116,7,0.008458362111249298,-0.0047419800987989,0.030291399542310825,0.004339858882738076,0.003944170118747225,4
2022,gus_bradley,Gus Bradley,Defensive Coordinator,frank_reich,Frank Reich,Head Coach,clt,coordinator_to_hc,0.0044064030686503,0.02020872743804655,0.021891331724386134,-0.0254571962167312,0.0009827493288996996,6,0.008458362111249298,-0.0047419800987989,0.030291399542310825,0.004339858882738076,0.003944170118747225,4
2023,gus_bradley,Gus Bradley,Defensive Coordinator,shane_steichen,Shane Steichen,Head Coach,clt,coordinator_to_hc,0.01605210897105345,0.0545264507441552,-0.011853077542034452,0.014362987695426049,0.0071720749866671,2,0.008458362111249298,-0.0047419800987989,0.030291399542310825,0.004339858882738076,0.003944170118747225,4
1992,herm_edwards,Herm Edwards,Defensive Backs,marty_schottenheimer,Marty Schottenheimer,Head Coach,kan,position_to_hc,-0.0004367875325479,0.0020245615331852,-0.0308279777965406,0.0454250127378136,-0.0183687466046502,1,-1.6113860022966362e-05,0.0010005044577122008,-0.006950655563509133,0.0041273391202017,0.0017583565455033003,3
